ApsimVersion = 7.6
Title = PFnew
           Date  AboveGroundWt  BelowGroundWt AboveGroundNPct   BelowGroundN SpeciesLiveWt(1) SpeciesLiveWt(2) SpeciesLiveWt(3) SpeciesTotalWt(1) SpeciesTotalWt(2) SpeciesTotalWt(3)      HarvestWt AboveGroundLiveN AboveGroundDeadN     watertable        OC_20cm        OC_90cm       OC_180cm      n2o_atm() nitrification()         dnit()    MaySeptNDep   MaySeptTiles    MaySeptRain  MaySeptrunoff     MaySepEvap    MaySepTrans  MaySepNnetMin    MaySepDenit MaySeptTilesNO3 MaySepResImmob  MaySepNuptake       biom_c()    surfaceom_c        fom_c()        hum_c()   surfaceom_wt AboveGroundDeadWt     Cover_dead        C_remob     LeafDeadWt LitterDepositionWt RootSenescenceWt             wf    surfaceom_n surfaceom_cover surface_CN_ratio          no3()          nh4() tf_surface_om1             es    WaterUptake            eos    Cover_green dlt_n_min_tot()    dlt_n_min() dlt_n_min_res()    PlantFixedN NitrogenDemand NitrogenSupply NitrogenUptake PlantRemobilisedN            lai      LAI_green       LAI_dead dlt_fom_c_atm() dlt_fom_c_biom() dlt_fom_c_hum() dlt_fom_c_pool1() dlt_fom_c_pool2() dlt_fom_c_pool3() dlt_fom_n_min() dlt_res_c_biom() dlt_res_c_hum() DefoliatedDigestibility       HarvestN HerbageDigestibility RootSenescenceN       roots_cn   Remaining_Wt    Surface_sot        fom_n()      nit_tot()        sot_cnr       sot_cnrf       roots_N%         oc_5cm        oc_15cm        oc_30cm        oc_60cm       oc_100cm        IntRadn       soil_co2       root_co2  soil_root_co2           sw_5          sw_10          sw_15          sw_35          sw_75           st_5          st_10          st_15          st_35          st_75 subsurface_drain       GLFwater        GLFtemp           GLFn         ToRoot       ToRootDM        sotiris         fom_cn           year subsurface_drain_no3    N_conc_mgLN
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)             (%)        (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)        (kg/ha)          (kg/ha)          (kg/ha)           (mm)             ()             ()             ()        (kg/ha)         (kg/ha)        (kg/ha)             ()           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (kg/ha)            (%)        (kg/ha)        (kg/ha)            (kg/ha)          (kg/ha)          (0-1)        (kg/ha)       (m^2/m^2)               ()        (kg/ha)        (kg/ha)             ()           (mm)           (mm)           (mm)            (%)         (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (kg/ha)             ()             ()             ()         (kg/ha)          (kg/ha)         (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)         (kg/ha)          (kg/ha)         (kg/ha)                   (0-1)        (kg/ha)                (0-1)         (kg/ha)             ()             ()             ()        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()             ()             ()             ()           (MJ)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             (mm)          (0-1)          (0-1)          (0-1)          (0-1)        (kg/ha)             ()             ()         (year)              (kg/ha)             ()
     09/09/2010        10202.9         4406.1           1.671           42.4           4375.0           2695.5           2766.3            4527.3            2790.0            2885.6            0.0            168.4              2.1       1069.209              ?              ?              ?            0.0             0.1            0.0         10.223        256.661       1022.300         36.595        106.407        601.461          124.3            3.9             1.4          -11.1          217.7         2898.2         1957.1          825.7       245969.0         4892.7             366.2          0.188            0.0          223.2               73.8             22.8          0.963           29.4           0.859           66.405            1.1            0.3          0.606          0.352          4.999          0.352          0.995             0.9            0.9            -0.0            0.0            3.9            0.9            0.9               0.8              ?         11.430          0.446             6.1              3.6             0.4               2.1               7.4               0.7             0.1              0.0             0.0                   0.000            0.0                0.913             0.5         41.501              ?              ?           49.6        22774.0          0.036          0.676          0.964          2.883          2.418          1.688          1.253          0.557         21.745         14.195         17.748         31.943          0.298          0.282          0.275          0.285          0.291         17.988         17.978         17.869         17.681         17.451            0.000          0.975          0.926          0.538          0.301           39.2       6268.554         16.652           2010                  0.0          0.000
     10/09/2010        10159.1         4388.6           1.678           42.4           4343.9           2685.3           2756.1            4498.9            2781.8            2878.5            0.0            168.3              2.1       1091.258              ?              ?              ?            0.0             0.1            0.0         10.223        256.661       1022.300         36.595        106.540        603.206          125.2            3.9             1.4          -11.1          218.6         2897.9         1986.7          827.9       245965.5         4966.6             373.8          0.192            0.0          227.9               73.9             30.6          0.957           30.0           0.863           66.477            1.1            0.3          0.917          0.133          1.746          0.133          0.995             0.9            0.9            -0.0            0.0            0.4            0.9            0.9               1.0              ?         11.374          0.456             6.1              3.6             0.4               2.1               7.4               0.6             0.1              0.0             0.0                   0.000            0.0                0.912             0.7         41.523              ?              ?           49.7        22773.8          0.036          0.676          0.963          2.883          2.418          1.688          1.253          0.557          7.878         13.805         17.232         31.037          0.281          0.265          0.267          0.279          0.287         16.862         17.085         17.200         17.234         17.168            0.000          0.976          0.957          0.996          0.302           13.0       6282.762         16.653           2010                  0.0          0.000
     11/09/2010        10129.8         4377.2           1.685           42.5           4319.6           2681.7           2750.2            4475.9            2779.2            2874.6            0.0            168.6              2.1       1100.406              ?              ?              ?            0.0             0.1            0.0         10.332        256.661       1033.220         36.595        106.685        604.937          126.0            4.0             1.4          -11.2          219.5         2898.9         2013.6          829.6       245962.3         5034.0             378.2          0.194            0.0          230.7               73.7             29.2          1.000           30.3           0.866           66.298            1.1            0.3          0.856          0.145          1.730          0.145          0.995             0.8            0.9            -0.1            0.0            0.4            0.9            0.9               1.0              ?         11.338          0.461             6.0              3.6             0.4               2.0               7.3               0.6             0.1              0.9             0.1                   0.000            0.0                0.912             0.7         41.365              ?              ?           49.8        22773.7          0.036          0.676          0.967          2.883          2.418          1.688          1.253          0.557          8.852         13.842         20.954         34.796          0.275          0.258          0.264          0.277          0.285         17.343         17.151         17.066         16.988         16.887            0.000          0.970          0.933          1.000          0.287           17.9       6270.086         16.656           2010                  0.0          0.000
     12/09/2010        10149.0         4385.5           1.684           42.6           4320.0           2689.4           2757.9            4477.2            2787.8            2884.0            0.0            168.8              2.1       1106.559              ?              ?              ?            0.0             0.2            0.0         10.335        256.661       1033.470         36.595        107.038        609.776          127.0            4.0             1.4          -11.2          220.5         2898.8         2043.6          831.2       245958.9         5108.9             381.8          0.195            0.0          233.0               75.1             29.2          0.995           30.8           0.870           66.348            1.1            0.3          0.860          0.353          4.839          0.353          0.995             0.9            0.9            -0.0            0.0            3.7            0.9            0.9               1.0              ?         11.359          0.466             6.1              3.6             0.4               2.1               7.4               0.6             0.1              0.0             0.0                   0.000            0.0                0.913             0.7         41.210              ?              ?           49.9        22773.5          0.036          0.676          0.971          2.883          2.418          1.688          1.253          0.557         21.430         14.713         19.445         34.157          0.332          0.314          0.286          0.276          0.283         17.888         17.635         17.401         17.146         16.904            0.000          0.974          0.969          0.566          0.284           37.5       6262.732         16.657           2010                  0.0          0.000
     13/09/2010        10163.4         4393.0           1.683           42.6           4313.1           2695.2           2763.3            4473.9            2796.2            2893.3            0.0            168.9              2.2       1111.818              ?              ?              ?            0.0             0.2            0.0         10.335        256.661       1033.470         36.595        107.384        615.431          127.9            4.0             1.4          -11.2          221.4         2898.6         2074.5          833.8       245955.4         5186.4             391.8          0.200            0.0          239.2               77.4             32.2          0.978           31.2           0.874           66.421            1.1            0.3          1.000          0.346          5.655          0.346          0.995             0.9            0.9            -0.0            0.0            3.4            0.9            0.9               1.1              ?         11.367          0.478             6.2              3.7             0.4               2.1               7.5               0.7             0.1              0.0             0.0                   0.000            0.0                0.913             0.8         41.220              ?              ?           50.1        22773.3          0.036          0.676          0.970          2.883          2.418          1.688          1.253          0.557         20.297         13.668         19.382         33.049          0.307          0.294          0.284          0.273          0.280         17.864         17.642         17.414         17.162         16.914            0.000          0.978          0.975          0.621          0.302           39.7       6274.603         16.658           2010                  0.0          0.000
     14/09/2010        10171.3         4398.9           1.684           42.7           4302.7           2701.2           2768.1            4466.0            2804.2            2901.1            0.0            169.1              2.2       1115.621              ?              ?              ?            0.0             0.2            0.0         10.340        256.661       1033.980         36.595        107.643        619.629          128.9            4.0             1.4          -11.2          222.4         2898.4         2106.3          836.2       245951.9         5265.7             399.3          0.203            0.0          243.9               79.7             32.0          0.990           31.6           0.878           66.495            1.1            0.3          0.988          0.258          4.198          0.259          0.995             1.0            1.0            -0.0            0.0            2.3            1.0            1.0               1.1              ?         11.371          0.488             6.3              3.8             0.4               2.2               7.6               0.7             0.1              0.1             0.0                   0.000            0.0                0.913             0.8         41.229              ?              ?           50.2        22773.1          0.037          0.676          0.970          2.882          2.417          1.688          1.253          0.557         15.587         13.929         21.825         35.754          0.287          0.274          0.275          0.268          0.276         17.607         17.449         17.292         17.098         16.879            0.000          0.980          0.982          0.831          0.302           37.9       6288.003         16.659           2010                  0.0          0.000
     15/09/2010        10179.1         4403.1           1.685           42.8           4294.1           2707.6           2774.2            4458.5            2811.6            2909.0            0.0            169.3              2.3       1119.041              ?              ?              ?            0.0             0.2            0.0         10.342        256.661       1034.230         36.595        107.891        623.670          129.9            4.0             1.4          -11.2          223.4         2898.2         2138.8          838.1       245948.3         5346.9             403.3          0.205            0.0          246.4               81.4             31.2          0.990           32.1           0.882           66.568            1.0            0.3          0.954          0.249          4.040          0.249          0.995             1.0            1.0            -0.0            0.0            2.3            1.0            1.0               1.1              ?         11.379          0.493             6.3              3.8             0.4               2.2               7.7               0.7             0.1              0.0             0.0                   0.000            0.0                0.913             0.7         41.197              ?              ?           50.3        22772.8          0.037          0.676          0.971          2.882          2.417          1.688          1.253          0.557         15.336         14.269         21.617         35.886          0.279          0.261          0.268          0.265          0.273         17.717         17.495         17.301         17.077         16.839            0.000          0.983          0.981          0.840          0.284           35.4       6299.301         16.660           2010                  0.0          0.000
     16/09/2010        10185.3         4406.2           1.687           42.9           4283.7           2713.3           2779.4            4449.8            2818.9            2916.6            0.0            169.5              2.3       1122.337              ?              ?              ?            0.0             0.2            0.0         10.345        256.661       1034.480         36.595        108.148        627.655          130.9            4.0             1.4          -11.2          224.4         2897.9         2171.9          840.2       245944.7         5429.7             408.9          0.208            0.0          249.9               83.0             32.1          0.990           32.6           0.886           66.641            1.0            0.3          1.000          0.256          3.986          0.256          0.995             1.0            1.0            -0.0            0.0            2.3            1.0            1.0               1.1              ?         11.384          0.500             6.4              3.9             0.4               2.3               7.8               0.7             0.1              0.0             0.0                   0.000            0.0                0.913             0.8         41.162              ?              ?           50.4        22772.6          0.037          0.676          0.972          2.882          2.417          1.688          1.253          0.557         15.691         14.424         20.118         34.542          0.270          0.250          0.260          0.261          0.270         17.805         17.574         17.355         17.101         16.839            0.000          0.985          0.982          0.839          0.283           35.2       6307.817         16.661           2010                  0.0          0.000
     17/09/2010        10159.5         4410.7           1.697           43.1           4279.2           2721.7           2782.3            4431.4            2819.4            2908.7            0.0            170.3              2.1       1123.802              ?              ?              ?            0.0             0.1            0.0         10.345        256.661       1034.480         36.595        108.255        629.075          131.8            4.0             1.4          -11.2          225.3         2898.0         2203.8          836.5       245941.3         5509.5             376.3          0.193            0.0          230.0               79.9             17.1          0.985           33.0           0.890           66.714            1.0            0.3          0.421          0.107          1.420          0.107          0.995             0.9            0.9            -0.0            0.0            0.6            0.9            0.9               0.6              ?         11.394          0.460             6.3              3.8             0.4               2.2               7.6               0.7             0.1              0.0             0.0                   0.000            0.0                0.913             0.4         41.127              ?              ?           50.2        22772.1          0.037          0.676          0.973          2.882          2.417          1.688          1.253          0.557          7.959         14.717         20.807         35.525          0.261          0.240          0.253          0.257          0.268         18.162         17.801         17.499         17.181         16.876            0.000          0.986          0.717          1.000          0.286           21.7       6315.727         16.662           2010                  0.0          0.000
     18/09/2010        10158.8         4412.6           1.696           43.1           4272.9           2723.2           2785.9            4424.8            2821.1            2912.9            0.0            170.2              2.1       1127.675              ?              ?              ?            0.0             0.1            0.0         10.347        256.661       1034.730         36.595        108.527        633.748          132.7            4.0             1.4          -11.2          226.2         2898.2         2234.8          837.5       245938.0         5587.0             376.8          0.193            0.0          230.4               77.7             28.2          0.983           33.4           0.893           66.779            1.0            0.3          0.825          0.272          4.673          0.272          0.995             0.9            0.9            -0.0            0.0            3.5            0.9            0.9               1.0              ?         11.395          0.461             6.2              3.7             0.4               2.1               7.5               0.6             0.1              0.0             0.0                   0.000            0.0                0.913             0.7         40.974              ?              ?           50.3        22771.9          0.037          0.676          0.976          2.881          2.417          1.688          1.253          0.558         17.946         13.872         13.205         27.077          0.258          0.236          0.250          0.257          0.267         16.312         16.769         16.966         16.977         16.828            0.000          0.989          0.978          0.508          0.280           30.0       6311.853         16.661           2010                  0.0          0.000
     19/09/2010        10086.4         4395.2           1.699           42.9           4250.6           2712.7           2771.0            4392.0            2804.6            2889.8            0.0            169.4              2.0       1128.097              ?              ?              ?            0.0             0.1            0.0         10.512        256.661       1051.240         36.595        108.545        634.099          133.3            4.0             1.4          -11.3          226.2         2900.1         2260.3          834.7       245935.2         5650.8             352.2          0.182            0.0          215.4               72.5             17.4          1.000           34.7           0.896           66.843            1.2            0.9          0.425          0.017          0.351          0.017          0.995             0.6            0.8            -0.1            0.0            0.0            0.8            0.0               0.6              ?         11.340          0.431             5.9              3.5             0.4               2.0               7.1               0.6             0.1              1.3             0.1                   0.000            0.0                0.912             0.4         40.997              ?              ?           50.1        22772.5          0.037          0.676          0.976          2.881          2.417          1.688          1.253          0.558          1.325         13.465         19.031         32.496          0.248          0.225          0.243          0.252          0.264         16.240         16.193         16.208         16.255         16.272            0.000          0.979          0.743          1.000          0.000            0.0       6316.032         16.661           2010                  0.0          0.000
     20/09/2010        10028.5         4387.0           1.704           42.8           4238.9           2707.0           2765.1            4365.9            2790.4            2872.2            0.0            169.1              1.8       1128.458              ?              ?              ?            0.0             0.1            0.0         10.563        256.661       1056.320         36.595        108.581        634.473          133.8            4.0             1.4          -11.6          226.2         2903.4         2279.4          830.0       245933.0         5698.4             317.5          0.166            0.0          194.2               65.7             11.2          1.000           35.3           0.898           65.047            1.3            1.3          0.261          0.037          0.374          0.037          0.995             0.5            0.7            -0.2            0.0            0.0            1.3            0.0               0.4              ?         11.313          0.388             5.5              3.3             0.4               1.9               6.7               0.6             0.1              2.6             0.3                   0.000            0.0                0.912             0.3         41.008              ?              ?           49.8        22772.9          0.037          0.676          0.975          2.881          2.417          1.688          1.253          0.558          3.062         14.080          0.000         14.080          0.342          0.328          0.282          0.252          0.263         15.192         15.600         15.848         15.997         16.031            0.000          0.976          0.501          1.000          0.278            3.0       6292.273         16.661           2010                  0.0          0.000
     21/09/2010        10055.0         4391.6           1.704           42.9           4227.6           2715.1           2771.4            4363.7            2804.2            2887.1            0.0            169.4              1.9       1132.224              ?              ?              ?            0.0             0.2            0.0         10.563        256.661       1056.320         36.595        108.847        639.324          134.3            4.0             1.4          -11.8          228.0         2905.8         2300.0          833.8       245930.6         5750.0             340.9          0.177            0.0          208.6               66.1             32.2          0.987           35.6           0.900           64.490            1.0            0.3          1.000          0.265          4.851          0.265          0.995             0.5            0.7            -0.2            0.0            3.2            1.8            1.8               1.1              ?         11.321          0.417             5.4              3.3             0.4               1.8               6.7               0.6             0.1              2.1             0.2                   0.000            0.0                0.913             0.8         40.999              ?              ?           50.0        22771.9          0.036          0.676          0.976          2.881          2.417          1.688          1.253          0.558         16.873         15.406          8.889         24.295          0.332          0.324          0.310          0.257          0.263         13.710         14.385         14.873         15.264         15.498            0.000          0.979          0.958          0.837          0.284           36.8       6273.309         16.660           2010                  0.0          0.000
     22/09/2010         9989.8         4358.4           1.702           42.6           4185.8           2695.3           2743.1            4331.6            2790.4            2867.8            0.0            167.9              2.0       1132.627              ?              ?              ?            0.0             0.1            0.0         11.053        256.661       1105.340         40.442        108.897        640.121          134.8            4.0             1.4          -11.9          228.0         2907.7         2321.7          838.7       245928.5         5804.4             365.6          0.188            0.0          223.8               65.2             33.2          1.000           37.0           0.902           64.567            1.5            0.9          1.000          0.051          0.797          0.051          0.995             0.5            0.7            -0.1            0.0            0.0            1.0            0.0               1.1              ?         11.217          0.448             5.0              3.0             0.3               1.7               6.1               0.5             0.1              1.6             0.2                   0.000            0.0                0.912             0.8         40.948              ?              ?           50.3        22773.3          0.037          0.676          0.977          2.881          2.417          1.688          1.253          0.558          3.371         14.884         21.376         36.261          0.306          0.297          0.299          0.260          0.261         15.106         14.803         14.732         14.809         14.961            0.000          0.951          0.977          1.000          0.000            0.0       6286.587         16.661           2010                  0.0          0.000
     23/09/2010         9936.6         4331.9           1.701           42.3           4148.4           2677.8           2724.1            4302.2            2778.1            2856.3            0.0            166.9              2.2       1117.942              ?              ?              ?            0.0             0.2            0.0         11.061        256.661       1106.100         40.442        109.009        642.029          135.4            4.0             1.4          -12.2          228.1         2910.0         2342.2          843.6       245926.1         5855.4             386.4          0.198            0.0          236.6               69.4             32.9          1.000           37.9           0.904           62.715            1.5            1.2          1.000          0.112          1.909          0.112          0.994             0.5            0.8            -0.2            0.0            0.1            1.5            0.1               1.1              ?         11.133          0.473             5.0              3.0             0.3               1.8               6.0               0.5             0.1              2.6             0.3                   0.000            0.0                0.912             0.8         40.969              ?              ?           50.6        22774.1          0.037          0.676          0.976          2.881          2.417          1.688          1.253          0.558          7.253         12.896          0.000         12.896          0.362          0.363          0.361          0.363          0.325         16.906         16.294         15.864         15.509         15.280            0.000          0.951          0.980          1.000          0.282            6.3       6264.639         16.661           2010                  0.0          0.000
     24/09/2010         9870.4         4301.8           1.700           42.0           4108.9           2658.9           2700.2            4268.7            2763.3            2838.4            0.0            165.6              2.3       1078.143              ?              ?              ?            0.0             0.2            0.0         11.297        256.661       1129.720         40.442        109.083        643.645          135.7            4.0             1.4          -12.6          228.1         2914.4         2357.5          848.6       245924.1         5893.8             402.4          0.205            0.0          246.5               69.5             31.3          1.000           39.1           0.905           61.750            1.8            1.5          0.920          0.074          1.616          0.074          0.994             0.3            0.7            -0.4            0.0            0.0            2.0            0.0               1.1              ?         11.038          0.493             4.5              2.7             0.3               1.6               5.4               0.5             0.1              4.5             0.5                   0.000            0.0                0.912             0.7         40.954              ?              ?           50.9        22775.3          0.037          0.676          0.977          2.881          2.417          1.688          1.253          0.558          5.134         15.682         21.187         36.869          0.317          0.311          0.318          0.334          0.337         17.777         17.177         16.672         16.180         15.782            0.000          0.937          0.976          1.000          0.280            1.3       6249.073         16.662           2010                  0.0          0.000
     25/09/2010         9917.6         4327.7           1.709           42.5           4117.6           2691.7           2713.7            4273.8            2794.4            2849.4            0.0            167.3              2.2        896.758              ?              ?              ?            0.0             0.2            0.0         11.297        271.291       1129.720         40.442        109.336        647.466          136.1            4.0             1.4          -12.9          230.5         2917.5         2377.2          849.8       245921.8         5943.0             394.7          0.202            0.0          241.8               72.3             23.2          0.987           39.4           0.907           60.289            1.0            0.3          0.617          0.253          3.820          0.253          0.994             0.5            0.8            -0.3            0.0            3.1            2.4            2.4               0.8              ?         11.106          0.484             4.9              2.9             0.3               1.8               5.8               0.5             0.1              3.3             0.4                   0.000            0.0                0.913             0.6         40.965              ?              ?           51.0        22773.5          0.037          0.676          0.976          2.882          2.417          1.688          1.253          0.558         18.948         17.590         19.449         37.040          0.352          0.349          0.347          0.343          0.335         17.583         17.251         16.907         16.514         16.135           14.630          0.949          0.885          0.919          0.291           49.1       6230.406         16.663           2010                  0.0          0.000
     26/09/2010         9858.2         4320.8           1.715           42.4           4108.0           2686.9           2708.0            4248.1            2780.0            2830.1            0.0            167.0              2.0        965.673              ?              ?              ?            0.0             0.1            0.0         11.477        286.900       1147.750         40.442        109.367        647.801          136.6            4.0             1.4          -13.0          230.5         2919.1         2400.9          845.8       245919.6         6002.2             355.3          0.184            0.0          217.7               67.0             10.0          1.000           40.2           0.909           60.406            1.2            0.8          0.228          0.031          0.336          0.031          0.994             0.5            0.6            -0.1            0.0            0.0            0.7            0.0               0.3              ?         11.083          0.435             4.7              2.8             0.3               1.7               5.7               0.5             0.1              1.1             0.1                   0.000            0.0                0.912             0.2         40.774              ?              ?           50.8        22774.0          0.037          0.676          0.981          2.882          2.417          1.688          1.253          0.558          2.746         16.546         16.696         33.242          0.311          0.306          0.315          0.328          0.326         16.631         16.665         16.582         16.405         16.169           15.609          0.948          0.465          1.000          0.282            3.0       6258.987         16.663           2010                  0.0          0.040
     27/09/2010         9868.8         4334.3           1.716           42.5           4116.1           2697.8           2718.2            4248.4            2786.4            2834.0            0.0            167.5              1.9       1000.761              ?              ?              ?            0.0             0.1            0.0         11.480        296.072       1148.000         40.442        109.607        651.655          137.1            4.0             1.4          -13.1          231.7         2921.4         2420.9          844.5       245917.5         6052.3             336.7          0.175            0.0          206.4               63.9             16.2          1.000           40.5           0.911           59.671            1.0            0.3          0.391          0.239          3.854          0.239          0.994             0.5            0.6            -0.2            0.0            3.8            1.2            1.2               0.6              ?         11.118          0.413             4.7              2.8             0.3               1.7               5.7               0.5             0.1              2.0             0.2                   0.000            0.0                0.913             0.4         40.766              ?              ?           50.7        22773.3          0.037          0.676          0.981          2.882          2.417          1.688          1.253          0.558         19.596         11.639          7.986         19.625          0.348          0.342          0.340          0.336          0.331         14.053         14.893         15.414         15.734         15.821            9.172          0.956          0.781          0.472          0.285           29.7       6243.112         16.662           2010                  0.0          0.000
     28/09/2010         9871.4         4344.5           1.716           42.6           4120.0           2702.9           2724.2            4247.1            2788.4            2835.8            0.0            167.6              1.8       1024.405              ?              ?              ?            0.0             0.1            0.0         11.480        300.635       1148.000         40.442        109.832        655.648          137.7            4.0             1.4          -13.1          232.3         2921.7         2445.8          843.8       245915.2         6114.5             324.2          0.169            0.0          198.7               62.3             17.7          0.989           40.8           0.913           59.777            1.0            0.3          0.435          0.225          3.993          0.225          0.994             0.6            0.6             0.0            0.0            3.6            0.6            0.6               0.6              ?         11.137          0.397             4.7              2.8             0.3               1.6               5.6               0.5             0.1              0.0             0.0                   0.000            0.0                0.913             0.4         40.771              ?              ?           50.6        22773.1          0.037          0.676          0.981          2.882          2.417          1.688          1.253          0.558         18.219         13.103         12.379         25.481          0.312          0.306          0.314          0.326          0.325         13.653         13.993         14.329         14.698         14.992            4.563          0.962          0.848          0.396          0.301           27.9       6253.603         16.661           2010                  0.0          0.001
     29/09/2010         9877.0         4349.3           1.714           42.6           4115.8           2704.5           2725.8            4245.3            2791.6            2840.1            0.0            167.5              1.9       1039.066              ?              ?              ?            0.0             0.1            0.0         11.480        303.066       1148.000         40.442        110.076        659.689          138.4            4.0             1.4          -13.1          233.0         2921.8         2470.9          845.9       245912.8         6177.4             330.9          0.172            0.0          202.9               62.8             24.7          0.977           41.2           0.915           59.878            1.0            0.3          0.678          0.244          4.040          0.244          0.994             0.7            0.7             0.0            0.0            3.5            0.7            0.7               0.9              ?         11.137          0.406             4.7              2.8             0.3               1.6               5.7               0.5             0.1              0.0             0.0                   0.000            0.0                0.913             0.6         40.806              ?              ?           50.8        22773.0          0.037          0.676          0.980          2.882          2.417          1.688          1.253          0.558         18.798          9.809         14.119         23.928          0.296          0.287          0.298          0.315          0.317         13.504         13.810         14.079         14.354         14.581            2.430          0.966          0.925          0.433          0.301           29.5       6262.255         16.661           2010                  0.0          0.000
     30/09/2010         9888.0         4352.1           1.712           42.6           4105.8           2705.4           2725.7            4243.0            2797.6            2847.4            0.0            167.3              2.0       1048.818              ?              ?              ?            0.0             0.1            0.0         11.482        304.092       1148.250         40.442        110.325        664.551          139.1            4.0             1.4          -13.1          233.7         2921.7         2497.4          850.1       245910.2         6243.5             351.0          0.182            0.0          215.3               66.3             30.5          0.977           41.6           0.918           59.980            1.0            0.3          0.922          0.248          4.862          0.248          0.994             0.7            0.7            -0.0            0.0            3.0            0.7            0.7               1.1              ?         11.129          0.431             4.8              2.9             0.3               1.7               5.8               0.5             0.1              0.0             0.0                   0.000            0.0                0.913             0.7         40.843              ?              ?           51.0        22773.0          0.037          0.676          0.979          2.882          2.417          1.688          1.253          0.558         18.016         10.159         18.397         28.556          0.284          0.272          0.286          0.307          0.310         14.306         14.217         14.226         14.296         14.397            1.026          0.970          0.981          0.569          0.301           33.3       6271.772         16.660           2010                  0.0          0.000
     01/10/2010         9904.4         4364.6           1.712           42.7           4107.5           2713.7           2732.0            4244.4            2806.0            2854.0            0.0            167.6              2.0       1053.251              ?              ?              ?            0.0             0.1            0.0         11.482        304.484       1148.250         40.442        110.560        668.763          139.9            4.0             1.4          -13.1          234.4         2921.7         2524.9          851.7       245907.6         6312.1             351.2          0.182            0.0          215.4               68.6             24.2          0.965           41.9           0.920           60.087            1.0            0.3          0.664          0.236          4.212          0.236          0.994             0.7            0.7            -0.0            0.0            3.0            0.7            0.7               0.9              ?         11.150          0.431             4.9              2.9             0.3               1.7               5.9               0.5             0.1              0.0             0.0                   0.000            0.0                0.913             0.6         40.863              ?              ?           51.1        22772.9          0.037          0.676          0.979          2.881          2.417          1.688          1.253          0.558         18.461         10.682         21.024         31.706          0.274          0.258          0.276          0.299          0.303         14.979         14.780         14.646         14.548         14.499            0.392          0.973          0.939          0.618          0.302           36.7       6284.188         16.661           2010                  0.0          0.000
     02/10/2010         9913.6         4375.3           1.711           42.8           4108.5           2719.6           2737.7            4243.8            2811.1            2858.7            0.0            167.7              1.9       1060.163              ?              ?              ?            0.0             0.1            0.0         11.482        304.484       1148.250         40.442        110.787        673.226          140.6            4.0             1.4          -13.1          235.2         2921.7         2552.4          852.7       245905.0         6381.0             347.8          0.180            0.0          213.4               68.9             23.0          0.953           42.3           0.922           60.195            1.0            0.3          0.618          0.226          4.463          0.226          0.995             0.7            0.7            -0.0            0.0            3.2            0.7            0.7               0.8              ?         11.166          0.427             4.9              2.9             0.3               1.7               5.9               0.5             0.1              0.0             0.0                   0.000            0.0                0.913             0.5         40.866              ?              ?           51.2        22772.7          0.037          0.676          0.979          2.881          2.417          1.688          1.253          0.558         18.006         10.832         18.198         29.030          0.262          0.247          0.267          0.292          0.298         14.989         14.913         14.824         14.723         14.635            0.000          0.976          0.950          0.541          0.301           33.7       6300.216         16.660           2010                  0.0          0.000
     03/10/2010         9878.8         4382.1           1.722           43.0           4109.3           2732.7           2735.6            4226.0            2812.7            2840.2            0.0            168.5              1.7       1060.679              ?              ?              ?            0.0             0.1            0.0         11.482        304.484       1148.250         40.442        110.958        675.829          141.2            4.0             1.4          -13.1          235.8         2922.1         2578.0          847.4       245902.6         6444.9             301.3          0.158            0.0          184.8               63.9              6.1          0.945           42.8           0.924           60.300            1.0            0.3          0.154          0.171          2.603          0.171          0.995             0.6            0.6            -0.0            0.0            0.2            0.6            0.6               0.2              ?         11.180          0.370             4.7              2.8             0.3               1.7               5.6               0.5             0.1              0.0             0.0                   0.000            0.0                0.913             0.1         40.885              ?              ?           50.9        22772.2          0.037          0.676          0.978          2.881          2.417          1.688          1.253          0.558         16.864         10.705         17.525         28.229          0.252          0.236          0.258          0.285          0.292         14.480         14.576         14.621         14.634         14.614            0.000          0.978          0.483          1.000          0.307           12.9       6313.317         16.660           2010                  0.0          0.000
