ApsimVersion = 7.6
Title = PFnew
           Date  AboveGroundWt  BelowGroundWt AboveGroundNPct   BelowGroundN SpeciesLiveWt(1) SpeciesLiveWt(2) SpeciesLiveWt(3) SpeciesTotalWt(1) SpeciesTotalWt(2) SpeciesTotalWt(3)      HarvestWt AboveGroundLiveN AboveGroundDeadN     watertable        OC_20cm        OC_90cm       OC_180cm      n2o_atm() nitrification()         dnit()    MaySeptNDep   MaySeptTiles    MaySeptRain  MaySeptrunoff     MaySepEvap    MaySepTrans  MaySepNnetMin    MaySepDenit MaySeptTilesNO3 MaySepResImmob  MaySepNuptake       biom_c()    surfaceom_c        fom_c()        hum_c()   surfaceom_wt AboveGroundDeadWt     Cover_dead        C_remob     LeafDeadWt LitterDepositionWt RootSenescenceWt             wf    surfaceom_n surfaceom_cover surface_CN_ratio          no3()          nh4() tf_surface_om1             es    WaterUptake            eos    Cover_green dlt_n_min_tot()    dlt_n_min() dlt_n_min_res()    PlantFixedN NitrogenDemand NitrogenSupply NitrogenUptake PlantRemobilisedN            lai      LAI_green       LAI_dead dlt_fom_c_atm() dlt_fom_c_biom() dlt_fom_c_hum() dlt_fom_c_pool1() dlt_fom_c_pool2() dlt_fom_c_pool3() dlt_fom_n_min() dlt_res_c_biom() dlt_res_c_hum() DefoliatedDigestibility       HarvestN HerbageDigestibility RootSenescenceN       roots_cn   Remaining_Wt    Surface_sot        fom_n()      nit_tot()        sot_cnr       sot_cnrf       roots_N%         oc_5cm        oc_15cm        oc_30cm        oc_60cm       oc_100cm        IntRadn       soil_co2       root_co2  soil_root_co2           sw_5          sw_10          sw_15          sw_35          sw_75           st_5          st_10          st_15          st_35          st_75 subsurface_drain       GLFwater        GLFtemp           GLFn         ToRoot       ToRootDM        sotiris         fom_cn           year subsurface_drain_no3    N_conc_mgLN
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)             (%)        (kg/ha)          (kg/ha)          (kg/ha)          (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)        (kg/ha)          (kg/ha)          (kg/ha)           (mm)             ()             ()             ()        (kg/ha)         (kg/ha)        (kg/ha)             ()           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (kg/ha)            (%)        (kg/ha)        (kg/ha)            (kg/ha)          (kg/ha)          (0-1)        (kg/ha)       (m^2/m^2)               ()        (kg/ha)        (kg/ha)             ()           (mm)           (mm)           (mm)            (%)         (kg/ha)        (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (kg/ha)             ()             ()             ()         (kg/ha)          (kg/ha)         (kg/ha)           (kg/ha)           (kg/ha)           (kg/ha)         (kg/ha)          (kg/ha)         (kg/ha)                   (0-1)        (kg/ha)                (0-1)         (kg/ha)             ()             ()             ()        (kg/ha)        (kg/ha)             ()             ()             ()             ()             ()             ()             ()             ()           (MJ)             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             ()             (mm)          (0-1)          (0-1)          (0-1)          (0-1)        (kg/ha)             ()             ()         (year)              (kg/ha)             ()
     06/11/2009          927.6         3585.9           0.929           34.8            779.1             64.2             82.0             779.9              64.7              82.9            0.0              8.6              0.0       1771.330              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        100.398        568.326           94.1            1.4             0.0           -8.7          172.0         2666.1          565.3         1063.0       246502.4         1413.2               2.2          0.001            0.0            1.4                0.7              0.7          0.756            9.3           0.432           61.132            2.0            3.1          0.074          0.898          0.508          0.898          0.327             0.2            0.2            -0.1            0.0            0.0            3.4            0.0               0.0              ?          0.849          0.003             2.9              1.8             0.2               1.8               2.9               0.1             0.1              0.8             0.1                   0.000            0.0                0.910             0.0         41.235              ?              ?           66.3        22813.9          0.047          0.676          0.970          2.900          2.428          1.692          1.253          0.555          4.080          6.201          0.000          6.201          0.269          0.262          0.277          0.299          0.294          6.387          7.020          7.568          8.156          8.701            0.000          1.000          0.416          1.000          0.000            0.0       6012.903         16.030           2009                  0.0          2.087
     07/11/2009          923.4         3572.4           0.929           34.6            774.9             63.9             81.5             776.0              64.6              82.7            0.0              8.6              0.0       1772.639              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        101.302        568.906           94.3            1.4             0.0           -8.8          172.0         2668.2          563.6         1063.4       246501.7         1409.1               3.1          0.002            0.0            2.0                4.4             13.4          0.710            9.2           0.431           61.112            2.0            3.2          0.416          0.904          0.580          0.904          0.326             0.2            0.3            -0.1            0.0            0.0            3.6            0.0               0.1              ?          0.845          0.004             3.0              1.8             0.2               1.8               3.0               0.1             0.1              1.2             0.1                   0.000            0.0                0.910             0.3         41.235              ?              ?           66.3        22814.3          0.046          0.676          0.970          2.900          2.428          1.692          1.253          0.555          3.449          5.781          0.000          5.781          0.259          0.256          0.273          0.295          0.291          5.946          6.590          7.147          7.749          8.310            0.000          1.000          0.813          1.000          0.000            0.0       6001.676         16.029           2009                  0.0          2.087
     08/11/2009          926.7         3557.3           0.937           34.5            778.3             63.5             80.8             779.7              64.5              82.5            0.0              8.7              0.0       1773.933              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        102.420        569.663           94.5            1.4             0.0           -8.9          172.1         2670.5          561.9         1064.0       246500.8         1404.7               4.1          0.002            0.0            2.5                5.1             15.1          0.654            9.2           0.430           61.140            2.0            3.2          0.484          1.118          0.756          1.121          0.327             0.2            0.3            -0.1            0.0            0.1            3.8            0.1               0.1              ?          0.850          0.005             3.3              2.0             0.2               2.0               3.3               0.1             0.1              1.4             0.2                   0.000            0.0                0.910             0.4         41.244              ?              ?           66.3        22814.6          0.046          0.676          0.970          2.901          2.428          1.692          1.253          0.555          4.136          7.022          0.000          7.022          0.248          0.252          0.269          0.292          0.288          8.560          8.034          7.888          7.981          8.250            0.000          1.000          0.889          1.000          0.000            0.0       5989.142         16.033           2009                  0.0          2.087
     09/11/2009          927.7         3541.4           0.944           34.3            779.4             63.2             80.2             781.2              64.3              82.2            0.0              8.7              0.0       1775.211              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        103.485        570.459           94.7            1.4             0.0           -9.0          172.2         2673.0          560.2         1064.5       246499.8         1400.4               4.9          0.003            0.0            3.1                5.5             16.0          0.600            9.2           0.429           60.869            2.1            3.3          0.522          1.065          0.797          1.077          0.328             0.2            0.3            -0.1            0.0            0.1            3.9            0.1               0.1              ?          0.853          0.006             3.5              2.1             0.2               2.1               3.5               0.2             0.1              1.4             0.2                   0.000            0.0                0.910             0.4         41.254              ?              ?           66.4        22814.9          0.047          0.676          0.970          2.901          2.428          1.692          1.253          0.555          3.900          7.873          0.000          7.873          0.234          0.249          0.265          0.288          0.285         10.384          9.825          9.405          9.081          8.946            0.000          1.000          0.930          1.000          0.000            0.0       5975.404         16.037           2009                  0.0          2.087
     10/11/2009          932.0         3530.7           0.952           34.2            784.3             62.9             79.7             786.1              64.1              81.8            0.0              8.8              0.0       1776.475              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        104.369        570.984           94.9            1.4             0.0           -9.1          172.3         2675.6          558.4         1062.7       246498.8         1396.1               5.1          0.003            0.0            3.2                4.1             10.6          0.555            9.3           0.428           60.565            2.2            3.3          0.321          0.885          0.525          0.912          0.330             0.2            0.3            -0.1            0.0            0.1            4.0            0.1               0.1              ?          0.860          0.006             3.6              2.2             0.2               2.2               3.7               0.2             0.1              1.2             0.1                   0.000            0.0                0.910             0.3         41.265              ?              ?           66.2        22815.1          0.047          0.676          0.969          2.901          2.428          1.692          1.253          0.555          3.616          8.193          0.000          8.193          0.220          0.245          0.261          0.285          0.283         10.901         10.453         10.115          9.812          9.611            0.000          1.000          0.710          1.000          0.000            0.0       5960.733         16.041           2009                  0.0          2.087
     11/11/2009          933.4         3524.2           0.957           34.2            786.4             62.8             79.4             788.1              63.9              81.4            0.0              8.9              0.0       1777.724              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        105.259        571.541           95.1            1.4             0.0           -9.2          172.4         2678.0          556.8         1059.3       246497.7         1392.1               4.8          0.003            0.0            3.0                2.9              6.5          0.507            9.3           0.427           60.227            2.2            3.3          0.198          0.890          0.557          0.960          0.331             0.2            0.3            -0.1            0.0            0.1            4.0            0.1               0.0              ?          0.863          0.006             3.6              2.2             0.2               2.2               3.7               0.2             0.1              1.0             0.1                   0.000            0.0                0.910             0.2         41.272              ?              ?           66.0        22815.2          0.046          0.676          0.969          2.901          2.428          1.692          1.253          0.555          4.040          7.936          0.000          7.936          0.209          0.243          0.259          0.282          0.281         10.260         10.304         10.269         10.166         10.042            0.000          1.000          0.598          1.000          0.000            0.0       5945.996         16.043           2009                  0.0          2.087
     12/11/2009          931.6         3521.3           0.957           34.1            785.5             62.7             79.3             786.9              63.7              81.0            0.0              8.9              0.0       1778.958              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        106.016        572.014           95.3            1.4             0.0           -9.3          172.4         2680.1          555.6         1054.7       246496.8         1388.9               4.2          0.002            0.0            2.6                1.8              2.9          0.463            9.3           0.426           60.004            2.4            3.4          0.114          0.757          0.473          0.881          0.331             0.2            0.3            -0.1            0.0            0.0            4.2            0.0               0.0              ?          0.862          0.005             3.5              2.1             0.2               2.1               3.5               0.2             0.1              0.7             0.1                   0.000            0.0                0.909             0.1         41.277              ?              ?           65.7        22815.3          0.046          0.676          0.969          2.901          2.428          1.692          1.253          0.555          3.947          7.428          0.000          7.428          0.197          0.241          0.256          0.280          0.279          9.185          9.563          9.772          9.922         10.008            0.000          1.000          0.450          1.000          0.000            0.0       5931.723         16.044           2009                  0.0          2.087
     13/11/2009          928.6         3513.9           0.957           34.0            783.0             62.5             79.0             784.5              63.5              80.7            0.0              8.9              0.0       1780.178              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        106.418        572.328           95.5            1.4             0.0           -9.4          172.4         2682.3          554.3         1051.9       246495.8         1385.7               4.1          0.002            0.0            2.6                3.0              7.3          0.439            9.3           0.426           59.799            2.5            3.5          0.220          0.402          0.314          0.484          0.330             0.2            0.3            -0.1            0.0            0.0            4.4            0.0               0.0              ?          0.860          0.005             3.4              2.1             0.2               2.0               3.5               0.2             0.1              0.9             0.1                   0.000            0.0                0.909             0.2         41.279              ?              ?           65.6        22815.5          0.046          0.676          0.969          2.901          2.428          1.692          1.253          0.555          2.045          6.593          0.000          6.593          0.189          0.238          0.254          0.278          0.277          7.906          8.580          9.031          9.427          9.715            0.000          1.000          0.584          1.000          0.000            0.0       5918.348         16.044           2009                  0.0          2.087
     14/11/2009          925.1         3504.9           0.957           34.0            779.9             62.3             78.6             781.5              63.3              80.3            0.0              8.8              0.0       1781.384              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        106.636        572.461           95.7            1.4             0.0           -9.4          172.4         2684.5          553.2         1049.6       246494.7         1383.0               4.3          0.002            0.0            2.7                3.5              9.0          0.426            9.3           0.425           59.732            2.6            3.6          0.271          0.218          0.134          0.261          0.329             0.2            0.3            -0.1            0.0            0.0            4.6            0.0               0.0              ?          0.857          0.005             3.6              2.1             0.2               2.1               3.7               0.2             0.1              0.9             0.1                   0.000            0.0                0.909             0.2         41.284              ?              ?           65.4        22815.8          0.046          0.676          0.969          2.901          2.428          1.692          1.253          0.555          1.087          6.933          0.000          6.933          0.185          0.236          0.252          0.276          0.276          9.487          9.183          9.169          9.297          9.496            0.000          1.000          0.553          1.000          0.000            0.0       5904.714         16.046           2009                  0.0          2.087
     15/11/2009          925.8         3502.6           0.960           33.9            781.3             62.3             78.5             782.6              63.2              80.0            0.0              8.9              0.0       1782.576              ?              ?              ?            0.0             0.2            0.0          5.166          0.000        516.580          8.120        106.954        572.640           96.0            1.4             0.0           -9.5          172.4         2686.4          552.2         1044.5       246493.6         1380.6               3.7          0.002            0.0            2.3                1.5              2.3          0.406            9.3           0.424           59.523            2.7            3.7          0.102          0.317          0.178          0.384          0.330             0.3            0.3            -0.0            0.0            0.0            4.9            0.0               0.0              ?          0.859          0.005             3.6              2.2             0.2               2.1               3.8               0.2             0.1              0.6             0.1                   0.000            0.0                0.909             0.1         41.290              ?              ?           65.1        22815.8          0.046          0.676          0.969          2.901          2.428          1.692          1.253          0.555          1.752          7.358          0.000          7.358          0.185          0.234          0.250          0.274          0.275         10.404         10.151         10.010          9.902          9.859            0.000          1.000          0.322          1.000          0.000            0.0       5890.331         16.048           2009                  0.0          2.087
     16/11/2009          925.8         3502.6           0.960           33.9            781.3             62.3             78.5             782.6              63.2              80.0            0.0              8.9              0.0       1783.754              ?              ?              ?            0.0             0.1            0.0          5.166          0.000        516.580          8.120        107.196        572.674           96.3            1.4             0.0           -9.5          172.4         2687.9          552.1         1038.9       246492.5         1380.2               3.7          0.002            0.0            2.3                0.0              0.0          0.392            9.3           0.424           59.327            2.9            3.8          0.010          0.243          0.035          0.292          0.330             0.3            0.3            -0.0            0.0            0.0            5.1            0.0               0.0              ?          0.859          0.005             3.4              2.0             0.2               1.9               3.5               0.2             0.1              0.1             0.0                   0.000            0.0                0.909             0.0         41.291              ?              ?           64.7        22815.8          0.046          0.676          0.969          2.901          2.428          1.692          1.253          0.555          1.521          6.774          0.000          6.774          0.183          0.232          0.249          0.273          0.273          9.484          9.807          9.938         10.010         10.052            0.000          1.000          0.020          1.000          0.000            0.0       5876.466         16.047           2009                  0.0          2.087
     17/11/2009          924.3         3500.2           0.960           33.9            780.5             62.2             78.4             781.6              63.0              79.7            0.0              8.9              0.0       1784.918              ?              ?              ?            0.0             0.1            0.0          5.168          0.000        516.830          8.120        107.505        572.780           96.5            1.4             0.0           -9.5          172.4         2689.7          551.1         1034.5       246491.6         1377.8               3.2          0.002            0.0            2.0                1.4              2.4          0.386            9.3           0.424           59.327            3.0            3.9          0.105          0.308          0.105          0.356          0.330             0.2            0.3            -0.0            0.0            0.0            5.3            0.0               0.0              ?          0.858          0.004             3.2              1.9             0.2               1.8               3.4               0.2             0.1              0.5             0.1                   0.000            0.0                0.909             0.1         41.291              ?              ?           64.5        22815.9          0.045          0.676          0.969          2.901          2.428          1.692          1.253          0.555          1.642          5.363          0.000          5.363          0.183          0.230          0.248          0.272          0.272          7.028          8.142          8.834          9.391          9.759            0.000          1.000          0.240          1.000          0.000            0.0       5863.665         16.046           2009                  0.0          2.087
     18/11/2009          926.0         3498.8           0.963           33.9            782.7             62.2             78.4             783.7              62.9              79.5            0.0              8.9              0.0       1786.069              ?              ?              ?            0.0             0.1            0.0          5.168          0.000        516.830          8.120        107.895        572.920           96.7            1.4             0.0           -9.6          172.5         2691.4          550.4         1029.8       246490.7         1376.0               2.8          0.002            0.0            1.7                1.0              1.3          0.364            9.3           0.423           59.264            3.1            3.9          0.084          0.390          0.140          0.460          0.331             0.2            0.3            -0.0            0.0            0.0            5.5            0.0               0.0              ?          0.861          0.003             3.1              1.9             0.2               1.8               3.3               0.1             0.1              0.4             0.0                   0.000            0.0                0.909             0.0         41.293              ?              ?           64.2        22815.9          0.045          0.676          0.969          2.901          2.428          1.692          1.253          0.555          2.152          5.917          0.000          5.917          0.185          0.228          0.246          0.271          0.271          7.879          8.070          8.366          8.772          9.188            0.000          1.000          0.216          1.000          0.000            0.0       5851.387         16.046           2009                  0.0          2.087
     19/11/2009          926.5         3498.7           0.964           33.9            783.8             62.2             78.3             784.5              62.7              79.2            0.0              8.9              0.0       1787.207              ?              ?              ?            0.0             0.1            0.0          5.178          0.000        517.850          8.120        108.028        572.940           96.9            1.4             0.0           -9.6          172.5         2692.9          549.6         1024.9       246489.8         1374.1               2.2          0.001            0.0            1.4                0.6              0.1          0.408            9.3           0.423           59.216            3.3            4.0          0.064          0.133          0.020          0.139          0.331             0.2            0.2            -0.0            0.0            0.0            5.7            0.0               0.0              ?          0.862          0.003             3.0              1.8             0.2               1.7               3.2               0.1             0.1              0.4             0.0                   0.000            0.0                0.909             0.0         41.294              ?              ?           63.9        22815.9          0.045          0.676          0.969          2.901          2.428          1.692          1.253          0.555          0.672          5.690          0.000          5.690          0.182          0.226          0.245          0.269          0.270          8.152          8.430          8.642          8.888          9.152            0.000          1.000          0.105          1.000          0.000            0.0       5839.395         16.045           2009                  0.0          2.087
     20/11/2009          927.7         3498.7           0.965           33.9            784.9             62.2             78.3             785.7              62.8              79.2            0.0              8.9              0.0       1788.332              ?              ?              ?            0.0             0.1            0.0          5.181          0.000        518.100          8.120        108.280        572.998           97.1            1.4             0.0           -9.6          172.5         2694.3          548.9         1020.1       246488.9         1372.4               2.2          0.001            0.0            1.4                0.0              0.0          0.407            9.3           0.422           59.189            3.4            4.1          0.044          0.252          0.058          0.261          0.331             0.2            0.2            -0.0            0.0            0.0            5.9            0.0               0.0              ?          0.863          0.003             2.9              1.7             0.2               1.6               3.1               0.1             0.1              0.2             0.0                   0.000            0.0                0.909             0.0         41.294              ?              ?           63.6        22815.9          0.045          0.676          0.969          2.901          2.428          1.692          1.253          0.555          1.287          5.362          0.000          5.362          0.197          0.225          0.244          0.268          0.269          7.248          7.856          8.317          8.743          9.085            0.000          1.000          0.104          1.000          0.000            0.0       5827.943         16.044           2009                  0.0          2.087
     21/11/2009          927.1         3498.1           0.966           33.9            784.7             62.2             78.3             785.3              62.7              79.1            0.0              8.9              0.0       1789.443              ?              ?              ?            0.0             0.1            0.0          5.181          0.000        518.100          8.120        108.924        573.296           97.3            1.4             0.0           -9.7          172.5         2695.8          548.2         1015.8       246488.1         1370.4               1.9          0.001            0.0            1.2                0.6              0.6          0.373            9.3           0.422           59.189            3.5            4.1          0.072          0.644          0.298          0.683          0.331             0.2            0.2            -0.0            0.0            0.0            6.0            0.0               0.0              ?          0.863          0.002             2.7              1.6             0.2               1.5               2.9               0.1             0.1              0.4             0.0                   0.000            0.0                0.909             0.0         41.294              ?              ?           63.3        22816.0          0.045          0.676          0.969          2.901          2.428          1.692          1.253          0.555          3.191          4.921          0.000          4.921          0.199          0.223          0.243          0.267          0.268          6.938          7.478          7.900          8.348          8.763            0.000          1.000          0.298          1.000          0.000            0.0       5817.083         16.043           2009                  0.0          2.087
     22/11/2009          927.1         3498.1           0.966           33.9            784.7             62.2             78.3             785.3              62.7              79.1            0.0              8.9              0.0       1790.542              ?              ?              ?            0.0             0.1            0.0          5.183          0.000        518.350          8.120        109.328        573.468           97.5            1.4             0.0           -9.7          172.5         2697.0          547.7         1011.6       246487.3         1369.3               1.9          0.001            0.0            1.2                0.0              0.0          0.364            9.3           0.422           59.194            3.7            4.2          0.033          0.404          0.173          0.427          0.331             0.2            0.2            -0.0            0.0            0.0            6.2            0.0               0.0              ?          0.863          0.002             2.5              1.5             0.2               1.4               2.7               0.1             0.1              0.2             0.0                   0.000            0.0                0.909             0.0         41.294              ?              ?           63.1        22816.0          0.044          0.676          0.969          2.901          2.428          1.692          1.253          0.555          2.097          4.817          0.000          4.817          0.192          0.222          0.242          0.266          0.267          6.261          6.952          7.442          7.951          8.427            0.000          1.000          0.182          1.000          0.000            0.0       5806.816         16.043           2009                  0.0          2.087
     23/11/2009          924.8         3491.6           0.966           33.8            782.5             62.1             78.0             783.2              62.6              78.9            0.0              8.9              0.0       1791.628              ?              ?              ?            0.0             0.1            0.0          5.183          0.000        518.350          8.120        109.523        573.539           97.6            1.4             0.0           -9.8          172.5         2698.9          546.0         1009.9       246486.6         1365.0               2.2          0.001            0.0            1.4                2.3              6.5          0.354            9.2           0.421           59.194            3.8            4.2          0.200          0.194          0.070          0.205          0.331             0.1            0.2            -0.1            0.0            0.0            6.4            0.0               0.0              ?          0.861          0.003             2.6              1.5             0.2               1.4               2.8               0.1             0.1              1.0             0.1                   0.000            0.0                0.909             0.2         41.294              ?              ?           63.0        22816.2          0.044          0.676          0.969          2.901          2.428          1.692          1.253          0.555          0.893          4.247          0.000          4.247          0.192          0.220          0.241          0.265          0.266          6.077          6.614          7.100          7.638          8.140            0.000          1.000          0.400          1.000          0.000            0.0       5797.169         16.042           2009                  0.0          2.087
     24/11/2009          923.7         3484.0           0.967           33.7            781.5             61.9             77.7             782.4              62.5              78.8            0.0              8.9              0.0       1792.702              ?              ?              ?            0.0             0.1            0.0          5.183          0.000        518.350          8.120        109.938        573.720           97.8            1.4             0.0           -9.8          172.5         2700.9          544.2         1008.4       246485.8         1360.6               2.6          0.001            0.0            1.6                2.7              7.6          0.331            9.2           0.420           59.201            3.9            4.2          0.229          0.416          0.182          0.446          0.331             0.2            0.3            -0.1            0.0            0.0            6.5            0.0               0.0              ?          0.861          0.003             2.7              1.6             0.2               1.4               3.0               0.1             0.1              1.0             0.1                   0.000            0.0                0.909             0.2         41.299              ?              ?           62.8        22816.4          0.044          0.676          0.969          2.901          2.428          1.692          1.253          0.555          1.897          5.724          0.000          5.724          0.192          0.218          0.241          0.264          0.266          7.950          7.696          7.715          7.884          8.153            0.000          1.000          0.478          1.000          0.000            0.0       5786.910         16.043           2009                  0.0          2.087
     25/11/2009          922.2         3480.9           0.967           33.7            780.4             61.8             77.6             781.3              62.4              78.6            0.0              8.9              0.0       1793.766              ?              ?              ?            0.0             0.1            0.0          5.420          0.000        541.970          8.120        109.995        573.733           97.9            1.4             0.0          -10.0          172.5         2703.4          540.4         1005.1       246485.0         1350.9               2.4          0.001            0.0            1.5                1.4              3.2          1.000            9.2           0.417           59.078            4.3            4.2          0.120          0.057          0.012          0.057          0.330             0.1            0.3            -0.1            0.0            0.0            6.9            0.0               0.0              ?          0.859          0.003             2.8              1.7             0.2               1.5               3.0               0.1             0.1              1.6             0.2                   0.000            0.0                0.909             0.1         41.304              ?              ?           62.6        22816.8          0.044          0.676          0.968          2.901          2.428          1.692          1.253          0.555          0.261          6.310          0.000          6.310          0.188          0.217          0.240          0.262          0.265          9.638          9.161          8.856          8.660          8.628            0.000          1.000          0.233          1.000          0.000            0.0       5775.887         16.045           2009                  0.0          2.087
     26/11/2009          922.5         3480.9           0.968           33.7            780.6             61.9             77.6             781.4              62.5              78.6            0.0              8.9              0.0       1794.817              ?              ?              ?            0.0             0.1            0.0          5.440          0.000        544.000          8.120        110.109        573.741           98.1            1.4             0.0          -10.0          172.5         2704.6          539.6         1000.8       246484.2         1348.9               2.4          0.001            0.0            1.5                0.0              0.0          1.000            9.2           0.417           58.838            4.4            4.3          0.021          0.113          0.009          0.113          0.330             0.2            0.2            -0.0            0.0            0.0            7.1            0.0               0.0              ?          0.860          0.003             2.6              1.6             0.2               1.3               2.8               0.1             0.1              0.3             0.0                   0.000            0.0                0.909             0.0         41.306              ?              ?           62.4        22816.8          0.044          0.676          0.968          2.901          2.428          1.692          1.253          0.555          0.580          7.346          0.000          7.346          0.350          0.341          0.292          0.262          0.264          8.332          8.672          8.877          9.000          9.060            0.000          1.000          0.018          1.000          0.000            0.0       5765.112         16.046           2009                  0.0          2.087
     27/11/2009          922.5         3480.9           0.968           33.7            780.6             61.9             77.6             781.4              62.5              78.6            0.0              8.9              0.0       1795.854              ?              ?              ?            0.0             0.1            0.0          5.440          0.000        544.000          8.120        110.234        573.746           98.3            1.4             0.0          -10.0          172.5         2705.6          539.6          996.9       246483.5         1348.9               2.4          0.001            0.0            1.5                0.0              0.0          0.994            9.2           0.417           58.838            4.5            4.3          0.000          0.125          0.005          0.125          0.330             0.2            0.2             0.0            0.0            0.0            7.2            0.0               0.0              ?          0.860          0.003             2.3              1.4             0.2               1.2               2.6               0.1             0.1              0.0             0.0                   0.000            0.0                0.909             0.0         41.306              ?              ?           62.1        22816.8          0.044          0.676          0.968          2.901          2.428          1.692          1.253          0.555          1.681          4.669          0.000          4.669          0.323          0.316          0.310          0.267          0.264          6.362          7.234          7.853          8.378          8.762            0.000          1.000          0.000          1.000          0.000            0.0       5755.304         16.045           2009                  0.0          2.087
     28/11/2009          922.5         3480.9           0.968           33.7            780.6             61.9             77.6             781.4              62.5              78.6            0.0              8.9              0.0       1796.879              ?              ?              ?            0.0             0.1            0.0          5.440          0.000        544.000          8.120        110.822        573.882           98.4            1.4             0.0          -10.0          172.5         2706.6          539.1          993.5       246482.9         1347.7               2.4          0.001            0.0            1.5                0.0              0.0          0.964            9.2           0.417           58.838            4.7            4.3          0.014          0.588          0.136          0.588          0.330             0.1            0.2            -0.0            0.0            0.0            7.4            0.0               0.0              ?          0.860          0.003             2.0              1.2             0.1               1.1               2.3               0.1             0.0              0.2             0.0                   0.000            0.0                0.909             0.0         41.306              ?              ?           61.9        22816.8          0.044          0.676          0.968          2.901          2.428          1.692          1.253          0.555          2.993          3.612          0.000          3.612          0.309          0.301          0.304          0.277          0.264          4.574          5.682          6.544          7.357          8.023            0.000          1.000          0.072          1.000          0.000            0.0       5746.517         16.044           2009                  0.0          2.087
     29/11/2009          922.0         3480.7           0.968           33.7            780.5             61.9             77.6             781.2              62.4              78.4            0.0              8.9              0.0       1797.892              ?              ?              ?            0.0             0.1            0.0          5.440          0.000        544.000          8.120        111.517        574.216           98.5            1.4             0.0          -10.1          172.5         2708.1          537.1          990.4       246482.5         1342.6               2.0          0.001            0.0            1.2                0.5              0.1          0.930            9.1           0.416           58.838            4.7            4.3          0.064          0.695          0.333          0.695          0.330             0.1            0.1            -0.1            0.0            0.0            7.4            0.0               0.0              ?          0.860          0.002             1.9              1.1             0.1               0.9               2.1               0.1             0.0              0.8             0.1                   0.000            0.0                0.909             0.0         41.306              ?              ?           61.7        22816.8          0.043          0.676          0.968          2.901          2.428          1.692          1.253          0.555          3.224          3.423          0.000          3.423          0.297          0.290          0.297          0.285          0.266          3.704          4.657          5.476          6.353          7.163            0.000          1.000          0.326          1.000          0.000            0.0       5738.759         16.043           2009                  0.0          2.087
     30/11/2009          922.0         3480.7           0.968           33.7            780.5             61.9             77.6             781.2              62.4              78.4            0.0              8.9              0.0       1798.894              ?              ?              ?            0.0             0.1            0.0          5.440          0.000        544.000          8.120        111.639        574.223           98.6            1.4             0.0          -10.1          172.5         2709.0          536.7          987.5       246482.0         1341.7               2.0          0.001            0.0            1.2                0.0              0.0          0.924            9.1           0.415           58.771            4.8            4.4          0.011          0.121          0.007          0.121          0.330             0.1            0.1            -0.0            0.0            0.0            7.6            0.0               0.0              ?          0.860          0.002             1.8              1.1             0.1               0.9               2.0               0.1             0.0              0.1             0.0                   0.000            0.0                0.909             0.0         41.306              ?              ?           61.6        22816.8          0.043          0.676          0.968          2.901          2.428          1.692          1.253          0.555          0.915          4.224          0.000          4.224          0.288          0.280          0.290          0.289          0.268          4.080          4.623          5.197          5.901          6.624            0.000          1.000          0.006          1.000          0.000            0.0       5731.677         16.043           2009                  0.0          2.087
