ApsimVersion = 7.6
Title = PFnew soilco2
           Date  soil_root_co2
   (dd/mm/yyyy)             ()
     13/01/2011          0.239
     14/01/2011          0.225
     15/01/2011          0.205
     16/01/2011          0.180
     17/01/2011          0.161
     18/01/2011          0.147
     19/01/2011          0.137
     20/01/2011          0.131
     21/01/2011          0.129
     22/01/2011          0.123
     23/01/2011          0.111
     24/01/2011          0.099
     25/01/2011          0.088
     26/01/2011          0.080
     27/01/2011          0.073
     28/01/2011          0.069
     29/01/2011          0.069
     30/01/2011          0.071
     31/01/2011          0.075
     01/02/2011          0.082
     02/02/2011          0.088
     03/02/2011          0.094
     04/02/2011          0.096
     05/02/2011          0.092
     06/02/2011          0.084
     07/02/2011          0.077
     08/02/2011          0.073
     09/02/2011          0.073
     10/02/2011          0.075
     11/02/2011          0.071
     12/02/2011          0.063
     13/02/2011          0.056
     14/02/2011          0.051
     15/02/2011          1.296
     16/02/2011          0.179
     17/02/2011          0.703
     18/02/2011          1.048
     19/02/2011          3.860
     20/02/2011          0.869
     21/02/2011          0.480
     22/02/2011          0.660
     23/02/2011          0.370
     24/02/2011          0.335
     25/02/2011          0.353
     26/02/2011          0.317
     27/02/2011          0.280
     28/02/2011          0.250
     01/03/2011          0.220
     02/03/2011          0.201
     03/03/2011          0.260
     04/03/2011          0.199
     05/03/2011          0.946
     06/03/2011          0.294
     07/03/2011          0.272
     08/03/2011          0.263
     09/03/2011          0.287
     10/03/2011          0.576
     11/03/2011          0.430
     12/03/2011          0.427
     13/03/2011          1.346
     14/03/2011          0.570
     15/03/2011          0.474
     16/03/2011          0.640
     17/03/2011          1.372
     18/03/2011          3.130
     19/03/2011          6.755
     20/03/2011          2.110
     21/03/2011          2.110
     22/03/2011          7.306
     23/03/2011          3.225
     24/03/2011          6.269
     25/03/2011          2.387
     26/03/2011          1.562
     27/03/2011          1.450
     28/03/2011          1.315
     29/03/2011          1.181
     30/03/2011          1.093
     31/03/2011          1.137
     01/04/2011          1.399
     02/04/2011          2.107
     03/04/2011          3.841
     04/04/2011          3.397
     05/04/2011          6.786
     06/04/2011          2.681
     07/04/2011          3.490
     08/04/2011          4.659
     09/04/2011          5.876
     10/04/2011          6.760
     11/04/2011          8.735
     12/04/2011         10.633
     13/04/2011          8.735
     14/04/2011          8.205
     15/04/2011          7.503
     16/04/2011          8.679
     17/04/2011          4.295
     18/04/2011          4.774
     19/04/2011          3.914
     20/04/2011          3.899
     21/04/2011          2.575
     22/04/2011          3.307
     23/04/2011          2.695
     24/04/2011          4.692
     25/04/2011          4.554
     26/04/2011          4.581
     27/04/2011          5.175
     28/04/2011          4.748
     29/04/2011          5.733
     30/04/2011          7.089
     01/05/2011          8.558
     02/05/2011         10.401
     03/05/2011          7.001
     04/05/2011          4.789
     05/05/2011          4.187
     06/05/2011          4.965
     07/05/2011          7.689
     08/05/2011          7.694
     09/05/2011          8.396
     10/05/2011         13.116
     11/05/2011         15.442
     12/05/2011         16.356
     13/05/2011         25.272
     14/05/2011         28.651
     15/05/2011         14.365
     16/05/2011         10.562
     17/05/2011         12.988
     18/05/2011         12.433
     19/05/2011         13.225
     20/05/2011         14.589
     21/05/2011         17.852
     22/05/2011         19.254
     23/05/2011         23.886
     24/05/2011         23.818
     25/05/2011         28.789
     26/05/2011         25.422
     27/05/2011         18.770
     28/05/2011         16.006
     29/05/2011         15.506
     30/05/2011         20.749
     31/05/2011         24.213
     01/06/2011         28.130
     02/06/2011         29.041
     03/06/2011         27.042
     04/06/2011         29.976
     05/06/2011         24.755
     06/06/2011         28.812
     07/06/2011         28.485
     08/06/2011         37.561
     09/06/2011         38.641
     10/06/2011         37.285
     11/06/2011         33.252
     12/06/2011         33.406
     13/06/2011         32.122
     14/06/2011         24.695
     15/06/2011         24.404
     16/06/2011         25.959
     17/06/2011         26.252
