ApsimVersion = 7.6
Title = PFnew agwt
           Date  AboveGroundWt  BelowGroundWt   surfaceom_wt
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)        (kg/ha)
     05/07/2009         8128.5         3340.6         1220.7
     06/07/2009         8145.5         3344.1         1268.8
     07/07/2009         8162.1         3347.9         1315.6
     08/07/2009         8223.4         3370.2         1363.6
     09/07/2009         8226.7         3369.5         1414.7
     10/07/2009         8288.6         3392.7         1463.3
     11/07/2009         8358.9         3421.1         1516.3
     12/07/2009         8405.6         3439.6         1570.3
     13/07/2009         8477.1         3467.5         1624.4
     14/07/2009         8530.8         3489.5         1677.8
     15/07/2009         8599.3         3517.9         1732.2
     16/07/2009         8656.9         3545.7         1788.3
     17/07/2009         8702.5         3571.0         1842.3
     18/07/2009         8736.9         3585.9         1895.6
     19/07/2009         8790.6         3608.8         1949.3
     20/07/2009         8836.0         3626.8         2004.1
     21/07/2009         8875.6         3642.6         2058.0
     22/07/2009         8928.4         3663.6         2115.6
     23/07/2009         8976.0         3682.9         2174.7
     24/07/2009         9019.1         3700.6         2235.2
     25/07/2009         9061.0         3718.3         2296.8
     26/07/2009         9102.2         3736.0         2359.6
     27/07/2009         9136.6         3751.1         2423.4
     28/07/2009         9172.7         3767.3         2488.2
     29/07/2009         9206.9         3785.3         2553.1
     30/07/2009         9234.8         3800.0         2615.4
     31/07/2009         9264.2         3814.4         2680.2
     01/08/2009         9292.5         3831.0         2744.7
     02/08/2009         9314.1         3840.4         2809.6
     03/08/2009         9338.5         3851.6         2873.7
     04/08/2009         9369.1         3859.0         2929.7
     05/08/2009         9411.7         3862.9         2968.9
     06/08/2009         9464.5         3858.1         2993.8
     07/08/2009         9426.7         3851.3         3077.7
     08/08/2009         9484.4         3836.4         3091.5
     09/08/2009         9420.6         3824.6         3189.6
     10/08/2009         9431.9         3832.2         3250.9
     11/08/2009         9485.6         3832.6         3282.1
     12/08/2009         9525.0         3832.7         3323.2
     13/08/2009         9583.2         3816.0         3337.1
     14/08/2009         9657.9         3804.1         3351.4
     15/08/2009         9694.4         3780.7         3367.1
     16/08/2009         9760.7         3779.3         3391.4
     17/08/2009         9815.8         3762.5         3406.6
     18/08/2009         9893.4         3751.9         3421.4
     19/08/2009         9747.6         3759.8         3644.3
     20/08/2009         9630.6         3769.0         3839.2
     21/08/2009         9583.1         3772.1         3944.0
     22/08/2009         9629.6         3765.7         3953.4
     23/08/2009         9688.4         3750.8         3966.9
     24/08/2009         9766.5         3740.4         3981.8
     25/08/2009         9584.0         3732.4         4204.5
     26/08/2009         9383.5         3707.3         4379.6
     27/08/2009         9208.8         3687.1         4514.9
     28/08/2009         9144.3         3697.5         4638.9
     29/08/2009         9098.6         3718.5         4779.0
     30/08/2009         9044.3         3733.3         4902.2
     31/08/2009         9002.4         3744.7         5011.7
     01/09/2009         8969.7         3755.3         5111.0
     02/09/2009         8995.6         3757.1         5148.7
     03/09/2009         9046.5         3751.3         5161.4
     04/09/2009         9104.1         3742.5         5173.4
     05/09/2009         9169.6         3730.0         5186.9
     06/09/2009         9243.4         3722.6         5200.0
     07/09/2009         9314.0         3715.5         5212.1
     08/09/2009         9366.3         3713.1         5243.0
     09/09/2009         9418.1         3692.5         5257.4
     10/09/2009         9477.3         3674.3         5272.2
     11/09/2009         9539.2         3667.5         5292.6
     12/09/2009         9595.8         3649.3         5307.0
     13/09/2009         9655.9         3631.5         5322.0
     14/09/2009         9714.3         3630.4         5344.8
     15/09/2009         9752.5         3624.8         5375.7
     16/09/2009         9798.0         3602.0         5390.2
     17/09/2009         9856.9         3587.2         5404.0
     18/09/2009         9914.1         3569.8         5418.4
     19/09/2009         9959.5         3548.4         5432.4
     20/09/2009         9559.1         3545.8         5883.0
     21/09/2009         9180.4         3525.5         6260.1
