date,sump,trt,flow_ft3,NO3Nppm
4/12/2010,12,CC,334.18,8.02
4/12/2010,22,C2,441.16,10.07
4/12/2010,13,P,355.76,0.6
4/12/2010,23,PF,352.54,1.73
4/12/2010,14,CCW,225.14,
4/12/2010,24,P,178.6,0.13
4/12/2010,15,PF,318,0.72
4/12/2010,25,CCW,345,5.26
4/12/2010,16,C2,187,6.59
4/12/2010,26,S2,178,5.71
4/12/2010,31,P,273,0.26
4/12/2010,41,PF,194,0.86
4/12/2010,32,PF,202,0.74
4/12/2010,42,CCW,303,6.64
4/12/2010,33,S2,357,8.53
4/12/2010,43,CC,107,4.27
4/12/2010,34,C2,289,8.05
4/12/2010,44,S2,417,4.67
4/12/2010,35,CC,144,9.48
4/12/2010,45,C2,187,5.47
4/12/2010,36,CCW,212,9.69
4/12/2010,46,P,225,0.27
4/15/2010,11,S2,44.35,
4/15/2010,21,CC,31.02,7.43
4/15/2010,12,CC,15.01,7.44
4/15/2010,22,C2,71.37,9.65
4/15/2010,13,P,37.41,
4/15/2010,23,PF,38.88,1.54
4/15/2010,14,CCW,0,
4/15/2010,24,P,0.58,
4/15/2010,15,PF,0.22,
4/15/2010,25,CCW,76.93,3.79
4/15/2010,16,C2,0.64,
4/15/2010,26,S2,0.04,
4/15/2010,31,P,4.35,
4/15/2010,41,PF,0.13,
4/15/2010,32,PF,3.4,
4/15/2010,42,CCW,9.65,
4/15/2010,33,S2,67.79,8.33
4/15/2010,43,CC,0.81,
4/15/2010,34,C2,16.56,7.51
4/15/2010,44,S2,88.82,3.68
4/15/2010,35,CC,0.67,
4/15/2010,45,C2,0.34,
4/15/2010,36,CCW,9.03,9.44
4/15/2010,46,P,30.34,0.22
4/19/2010,11,S2,6.42,
4/19/2010,21,CC,0.6,
4/19/2010,12,CC,0,
4/19/2010,22,C2,28.1,8.97
4/19/2010,13,P,0.3,
4/19/2010,23,PF,3.7,
4/19/2010,14,CCW,0.01,
4/19/2010,24,P,0,
4/19/2010,15,PF,0,
4/19/2010,25,CCW,55.28,2.64
4/19/2010,16,C2,0,
4/19/2010,26,S2,0,
4/19/2010,31,P,0,
4/19/2010,41,PF,0,
4/19/2010,32,PF,0,
4/19/2010,42,CCW,0,
4/19/2010,33,S2,24.85,8.35
4/19/2010,43,CC,0,
4/19/2010,34,C2,0,
4/19/2010,44,S2,59.89,3.26
4/19/2010,35,CC,0,
4/19/2010,45,C2,0,
4/19/2010,36,CCW,0,
4/19/2010,46,P,4.06,0.06
4/22/2010,11,S2,0,
4/22/2010,21,CC,0.02,
4/22/2010,12,CC,0,
4/22/2010,22,C2,1.44,
4/22/2010,13,P,0,
4/22/2010,23,PF,0,
4/22/2010,14,CCW,0,
4/22/2010,24,P,0.01,
4/22/2010,15,PF,0,
4/22/2010,25,CCW,23.3,2.06
4/22/2010,16,C2,0,
4/22/2010,26,S2,0,
4/22/2010,31,P,0,
4/22/2010,41,PF,0,
4/22/2010,32,PF,0,
4/22/2010,42,CCW,0.07,
4/22/2010,33,S2,1.26,
4/22/2010,43,CC,0,
4/22/2010,34,C2,0,
4/22/2010,44,S2,17.05,2.83
4/22/2010,35,CC,0,
4/22/2010,45,C2,0,
4/22/2010,36,CCW,0,
4/22/2010,46,P,0.01,
4/26/2010,11,S2,387.49,8.76
4/26/2010,21,CC,40.31,9.42
4/26/2010,12,CC,287.4,9.12
4/26/2010,22,C2,218.01,10.63
4/26/2010,13,P,112.95,0.23
4/26/2010,23,PF,10.8,
4/26/2010,14,CCW,2.55,
4/26/2010,24,P,98.2,
4/26/2010,15,PF,17.03,0.62
4/26/2010,25,CCW,205.74,5.07
4/26/2010,16,C2,177.88,7.48
4/26/2010,26,S2,242.95,6.45
4/26/2010,31,P,184.08,0.1
4/26/2010,41,PF,23.2,0.51
4/26/2010,32,PF,16.27,0.15
4/26/2010,42,CCW,58.08,5.57
4/26/2010,33,S2,192.69,8.47
4/26/2010,43,CC,92.61,5.96
4/26/2010,34,C2,182.04,9.78
4/26/2010,44,S2,391.74,5.93
4/26/2010,35,CC,130.21,10.87
4/26/2010,45,C2,171.56,6.04
4/26/2010,36,CCW,44.16,8.51
4/26/2010,46,P,35.3,0.06
4/29/2010,11,S2,379.65,7.75
4/29/2010,21,CC,0.01,
4/29/2010,12,CC,355.89,8.22
4/29/2010,22,C2,371.65,10.03
4/29/2010,13,P,310.6,0.33
4/29/2010,23,PF,126.12,0.96
4/29/2010,14,CCW,133.62,7.86
4/29/2010,24,P,161.62,
4/29/2010,15,PF,188.33,0.47
4/29/2010,25,CCW,283.95,5.76
4/29/2010,16,C2,213.44,7.15
4/29/2010,26,S2,211.12,6.04
4/29/2010,31,P,292.61,0.09
4/29/2010,41,PF,124.82,0.35
4/29/2010,32,PF,120.47,0.25
4/29/2010,42,CCW,90.14,6.45
4/29/2010,33,S2,318.28,8.52
4/29/2010,43,CC,150.79,5.26
4/29/2010,34,C2,293.02,8.75
4/29/2010,44,S2,354.32,5.05
4/29/2010,35,CC,346.78,9.91
4/29/2010,45,C2,218.18,5.92
4/29/2010,36,CCW,156.42,9.58
4/29/2010,46,P,153.97,0.11
5/3/2010,11,S2,183.7,8
5/3/2010,21,CC,145.86,8.69
5/3/2010,12,CC,136.28,8.33
5/3/2010,22,C2,193.93,10.11
5/3/2010,13,P,119,1.09
5/3/2010,23,PF,44.07,0.39
5/3/2010,14,CCW,2.86,
5/3/2010,24,P,14.62,
5/3/2010,15,PF,18.32,0.38
5/3/2010,25,CCW,123.3,4.31
5/3/2010,16,C2,22.76,
5/3/2010,26,S2,48.21,6.25
5/3/2010,31,P,62.68,0.17
5/3/2010,41,PF,3.47,0.04
5/3/2010,32,PF,18.31,0.12
5/3/2010,42,CCW,87,5.12
5/3/2010,33,S2,203.89,8.67
5/3/2010,43,CC,8.79,4.31
5/3/2010,34,C2,140.77,8.9
5/3/2010,44,S2,228.3,4.61
5/3/2010,35,CC,24.84,9.44
5/3/2010,45,C2,60.17,5.87
5/3/2010,36,CCW,37.01,9.39
5/3/2010,46,P,65.31,0.1
5/6/2010,11,S2,45.76,7.55
5/6/2010,21,CC,20.47,8.42
5/6/2010,12,CC,14.86,8.63
5/6/2010,22,C2,51.73,9.8
5/6/2010,13,P,6.24,
5/6/2010,23,PF,0.21,
5/6/2010,14,CCW,0,
5/6/2010,24,P,0,
5/6/2010,15,PF,0,
5/6/2010,25,CCW,34.82,2.42
5/6/2010,16,C2,0,
5/6/2010,26,S2,0,
5/6/2010,31,P,0,
5/6/2010,41,PF,0,
5/6/2010,32,PF,0.3,
5/6/2010,42,CCW,0,
5/6/2010,33,S2,62.99,8.48
5/6/2010,43,CC,0,
5/6/2010,34,C2,16.51,8.95
5/6/2010,44,S2,69.79,4.08
5/6/2010,35,CC,0,
5/6/2010,45,C2,0,
5/6/2010,36,CCW,0,
5/6/2010,46,P,2.8,
5/10/2010,11,S2,7.72,
5/10/2010,21,CC,0,
5/10/2010,12,CC,0,
5/10/2010,22,C2,5.59,9.5
5/10/2010,13,P,0,
5/10/2010,23,PF,0,
5/10/2010,14,CCW,0,
5/10/2010,24,P,0,
5/10/2010,15,PF,0,
5/10/2010,25,CCW,7.68,1.36
5/10/2010,16,C2,0,
5/10/2010,26,S2,0,
5/10/2010,31,P,0.28,
5/10/2010,41,PF,0,
5/10/2010,32,PF,0,
5/10/2010,42,CCW,0,
5/10/2010,33,S2,0,
5/10/2010,43,CC,0,
5/10/2010,34,C2,0,
5/10/2010,44,S2,21.09,4.04
5/10/2010,35,CC,0,
5/10/2010,45,C2,0,
5/10/2010,36,CCW,0,
5/10/2010,46,P,0,
5/14/2010,11,S2,1140.94,8.16
5/14/2010,21,CC,853.19,9.54
5/14/2010,12,CC,920.53,8.86
5/14/2010,22,C2,700.29,10.99
5/14/2010,13,P,614.9,0.22
5/14/2010,23,PF,209,0.66
5/14/2010,14,CCW,366.66,8.12
5/14/2010,24,P,502.74,0.04
5/14/2010,15,PF,488.54,0.28
5/14/2010,25,CCW,632,6.37
5/14/2010,16,C2,741.16,8.74
5/14/2010,26,S2,927.98,5.78
5/14/2010,31,P,872.21,0.08
5/14/2010,41,PF,410.85,0.19
5/14/2010,32,PF,347.62,0.24
5/14/2010,42,CCW,239.23,6.77
5/14/2010,33,S2,587.13,9.29
5/14/2010,43,CC,494.63,6.15
5/14/2010,34,C2,631.98,10.44
5/14/2010,44,S2,914.78,5.58
5/14/2010,35,CC,772.38,10.63
5/14/2010,45,C2,611.05,7.75
5/14/2010,36,CCW,308.01,9.45
5/14/2010,46,P,284.89,0.1
5/17/2010,11,S2,293.27,8.36
5/17/2010,21,CC,315.3,9.28
5/17/2010,12,CC,240.2,8.97
5/17/2010,22,C2,334.08,11.09
5/17/2010,13,P,290.73,0.35
5/17/2010,23,PF,172.73,0.9
5/17/2010,14,CCW,209.37,8.57
5/17/2010,24,P,131.69,0.07
5/17/2010,15,PF,216.99,0.23
5/17/2010,25,CCW,219.79,6.17
5/17/2010,16,C2,143.49,8.58
5/17/2010,26,S2,133.08,6.51
5/17/2010,31,P,189.35,0.07
5/17/2010,41,PF,102.25,0.16
5/17/2010,32,PF,132.58,0.22
5/17/2010,42,CCW,99.33,7.16
5/17/2010,33,S2,327.41,9.61
5/17/2010,43,CC,114.16,5.06
5/17/2010,34,C2,269.24,10.4
5/17/2010,44,S2,309.67,4.99
5/17/2010,35,CC,128.73,10.07
5/17/2010,45,C2,191.19,7.58
5/17/2010,36,CCW,194.32,9.95
5/17/2010,46,P,170.68,0.1
5/20/2010,11,S2,81.94,
5/20/2010,21,CC,86.24,8.75
5/20/2010,12,CC,44.8,8.87
5/20/2010,22,C2,104.72,10.66
5/20/2010,13,P,55.69,
5/20/2010,23,PF,22.58,
5/20/2010,14,CCW,2.8,
5/20/2010,24,P,2.64,
5/20/2010,15,PF,2.68,
5/20/2010,25,CCW,106.07,4.81
5/20/2010,16,C2,0.19,
5/20/2010,26,S2,3.96,
5/20/2010,31,P,10.38,
5/20/2010,41,PF,0.02,
5/20/2010,32,PF,5.95,
5/20/2010,42,CCW,4.83,5.44
5/20/2010,33,S2,97.71,9.42
5/20/2010,43,CC,0.66,
5/20/2010,34,C2,61.77,10.22
5/20/2010,44,S2,133.44,4.31
5/20/2010,35,CC,0,
5/20/2010,45,C2,14.36,
5/20/2010,36,CCW,48.41,9.53
5/20/2010,46,P,31.57,0.07
5/24/2010,11,S2,22.27,
5/24/2010,21,CC,9.88,8.43
5/24/2010,12,CC,1.38,
5/24/2010,22,C2,27.87,10.06
5/24/2010,13,P,0.34,
5/24/2010,23,PF,0.03,
5/24/2010,14,CCW,0.97,
5/24/2010,24,P,0.03,
5/24/2010,15,PF,0.04,
5/24/2010,25,CCW,73.58,3.11
5/24/2010,16,C2,0,
5/24/2010,26,S2,0.02,
5/24/2010,31,P,0,
5/24/2010,41,PF,0,
5/24/2010,32,PF,0,
5/24/2010,42,CCW,181.15,
5/24/2010,33,S2,76.91,8.93
5/24/2010,43,CC,0.02,
5/24/2010,34,C2,0.69,
5/24/2010,44,S2,65.26,3.96
5/24/2010,35,CC,0.01,
5/24/2010,45,C2,0,
5/24/2010,36,CCW,2.17,
5/24/2010,46,P,0.66,
5/27/2010,11,S2,0,
5/27/2010,21,CC,0,
5/27/2010,12,CC,0,
5/27/2010,22,C2,0.01,
5/27/2010,13,P,0,
5/27/2010,23,PF,0,
5/27/2010,14,CCW,0,
5/27/2010,24,P,0,
5/27/2010,15,PF,0,
5/27/2010,25,CCW,15.38,1.54
5/27/2010,16,C2,0,
5/27/2010,26,S2,0,
5/27/2010,31,P,0,
5/27/2010,41,PF,0,
5/27/2010,32,PF,0,
5/27/2010,42,CCW,0,
5/27/2010,33,S2,0,
5/27/2010,43,CC,0,
5/27/2010,34,C2,0,
5/27/2010,44,S2,3.23,
5/27/2010,35,CC,0,
5/27/2010,45,C2,0,
5/27/2010,36,CCW,0,
5/27/2010,46,P,0.02,
6/1/2010,11,S2,0,
6/1/2010,21,CC,0,
6/1/2010,12,CC,0,
6/1/2010,22,C2,0.01,
6/1/2010,13,P,0,
6/1/2010,23,PF,0.01,
6/1/2010,14,CCW,0,
6/1/2010,24,P,0,
6/1/2010,15,PF,0.01,
6/1/2010,25,CCW,1.02,
6/1/2010,16,C2,0,
6/1/2010,26,S2,0,
6/1/2010,31,P,0,
6/1/2010,41,PF,0,
6/1/2010,32,PF,0,
6/1/2010,42,CCW,0.01,
6/1/2010,33,S2,0.01,
6/1/2010,43,CC,0.01,
6/1/2010,34,C2,0.01,
6/1/2010,44,S2,0.01,
6/1/2010,35,CC,0,
6/1/2010,45,C2,0,
6/1/2010,36,CCW,0,
6/1/2010,46,P,0,
6/3/2010,11,S2,0,
6/3/2010,21,CC,0,
6/3/2010,12,CC,0,
6/3/2010,22,C2,0,
6/3/2010,13,P,0,
6/3/2010,23,PF,0.2,
6/3/2010,14,CCW,0,
6/3/2010,24,P,0,
6/3/2010,15,PF,0,
6/3/2010,25,CCW,0.8,
6/3/2010,16,C2,0,
6/3/2010,26,S2,0,
6/3/2010,31,P,0,
6/3/2010,41,PF,0,
6/3/2010,32,PF,0,
6/3/2010,42,CCW,0,
6/3/2010,33,S2,0,
6/3/2010,43,CC,0,
6/3/2010,34,C2,0,
6/3/2010,44,S2,0,
6/3/2010,35,CC,0,
6/3/2010,45,C2,0,
6/3/2010,36,CCW,0.01,
6/3/2010,46,P,0,
6/7/2010,11,S2,34.9,
6/7/2010,21,CC,0.37,
6/7/2010,12,CC,0,
6/7/2010,22,C2,0,
6/7/2010,13,P,0,
6/7/2010,23,PF,0,
6/7/2010,14,CCW,0,
6/7/2010,24,P,0,
6/7/2010,15,PF,0.32,
6/7/2010,25,CCW,104.1,5.82
6/7/2010,16,C2,0,
6/7/2010,26,S2,0.01,
6/7/2010,31,P,0,
6/7/2010,41,PF,0,
6/7/2010,32,PF,0,
6/7/2010,42,CCW,0,
6/7/2010,33,S2,0,
6/7/2010,43,CC,0,
6/7/2010,34,C2,0,
6/7/2010,44,S2,53.9,7.77
6/7/2010,35,CC,0.2,
6/7/2010,45,C2,0,
6/7/2010,36,CCW,0,
6/7/2010,46,P,0,
6/10/2010,11,S2,183.63,11.13
6/10/2010,21,CC,0.34,
6/10/2010,12,CC,4.78,
6/10/2010,22,C2,0,
6/10/2010,13,P,0,
6/10/2010,23,PF,0.01,
6/10/2010,14,CCW,0,
6/10/2010,24,P,0.01,
6/10/2010,15,PF,0.33,
6/10/2010,25,CCW,191.49,6.82
6/10/2010,16,C2,0,
6/10/2010,26,S2,58.59,7.75
6/10/2010,31,P,0,
6/10/2010,41,PF,0,
6/10/2010,32,PF,0,
6/10/2010,42,CCW,98.41,7.9
6/10/2010,33,S2,73.39,10.08
6/10/2010,43,CC,0,
6/10/2010,34,C2,29.47,13.69
6/10/2010,44,S2,153.52,7.87
6/10/2010,35,CC,0.38,
6/10/2010,45,C2,0,
6/10/2010,36,CCW,28.61,10.11
6/10/2010,46,P,0,
6/14/2010,11,S2,2213.45,8.55
6/14/2010,21,CC,1676.2,11.26
6/14/2010,12,CC,1884.56,11.05
6/14/2010,22,C2,1436.42,13.98
6/14/2010,13,P,1233.19,0.13
6/14/2010,23,PF,249.25,0.37
6/14/2010,14,CCW,1347.72,11.06
6/14/2010,24,P,851.06,0.02
6/14/2010,15,PF,469.71,0.21
6/14/2010,25,CCW,1233.41,8.39
6/14/2010,16,C2,2040.49,10.1
6/14/2010,26,S2,1837.95,6.69
6/14/2010,31,P,820.16,0.06
6/14/2010,41,PF,423.33,0.19
6/14/2010,32,PF,659.99,0.27
6/14/2010,42,CCW,1783.3,8.93
6/14/2010,33,S2,1125.24,10.42
6/14/2010,43,CC,1073.27,7.4
6/14/2010,34,C2,1488.79,15.25
6/14/2010,44,S2,1465.29,5.88
6/14/2010,35,CC,1233.8,12.26
6/14/2010,45,C2,1325.01,11.91
6/14/2010,36,CCW,947.69,11.41
6/14/2010,46,P,155.64,0.34
6/17/2010,11,S2,446.89,8.97
6/17/2010,21,CC,475.3,10.49
6/17/2010,12,CC,381.83,10.71
6/17/2010,22,C2,456.65,12.71
6/17/2010,13,P,437.5,0.26
6/17/2010,23,PF,197.38,0.63
6/17/2010,14,CCW,450.6,10.35
6/17/2010,24,P,216.98,0.03
6/17/2010,15,PF,442.92,0.15
6/17/2010,25,CCW,341.17,8.3
6/17/2010,16,C2,360.68,10.4
6/17/2010,26,S2,256.83,6.95
6/17/2010,31,P,349.26,0.03
6/17/2010,41,PF,236.19,0.15
6/17/2010,32,PF,224.1,0.25
6/17/2010,42,CCW,556.21,7.63
6/17/2010,33,S2,453.62,10.29
6/17/2010,43,CC,216.18,6.04
6/17/2010,34,C2,402.01,14.11
6/17/2010,44,S2,426.22,5.28
6/17/2010,35,CC,186.8,11.49
6/17/2010,45,C2,291.52,10.98
6/17/2010,36,CCW,306.62,10.39
6/17/2010,46,P,167.43,0.08
6/21/2010,11,S2,284.3,9.69
6/21/2010,21,CC,258.91,9.92
6/21/2010,12,CC,152.23,10.66
6/21/2010,22,C2,209.76,12.27
6/21/2010,13,P,170.9,0.19
6/21/2010,23,PF,43.44,
6/21/2010,14,CCW,57.9,8.88
6/21/2010,24,P,57.9,0.02
6/21/2010,15,PF,62.69,0.08
6/21/2010,25,CCW,292.5,7.92
6/21/2010,16,C2,38.4,10.25
6/21/2010,26,S2,133.59,6.87
6/21/2010,31,P,106.04,
6/21/2010,41,PF,29.25,0.09
6/21/2010,32,PF,46.33,0.02
6/21/2010,42,CCW,259.4,6.51
6/21/2010,33,S2,281.51,10.32
6/21/2010,43,CC,23.41,5.25
6/21/2010,34,C2,131.57,13.88
6/21/2010,44,S2,369.76,5.19
6/21/2010,35,CC,1,
6/21/2010,45,C2,73.06,10.34
6/21/2010,36,CCW,121.85,9.95
6/21/2010,46,P,80.12,0.04
6/24/2010,11,S2,73.82,
6/24/2010,21,CC,57.2,9.32
6/24/2010,12,CC,4.67,10.97
6/24/2010,22,C2,52.14,11.42
6/24/2010,13,P,18.95,
6/24/2010,23,PF,0.65,
6/24/2010,14,CCW,0.01,
6/24/2010,24,P,0,
6/24/2010,15,PF,0.01,
6/24/2010,25,CCW,113.8,6.35
6/24/2010,16,C2,0.02,
6/24/2010,26,S2,1.02,
6/24/2010,31,P,5,
6/24/2010,41,PF,0,
6/24/2010,32,PF,0.36,
6/24/2010,42,CCW,30.1,4.1
6/24/2010,33,S2,81.95,10.26
6/24/2010,43,CC,0.02,
6/24/2010,34,C2,7.1,
6/24/2010,44,S2,119.02,4.48
6/24/2010,35,CC,0,
6/24/2010,45,C2,0.03,
6/24/2010,36,CCW,6.16,
6/24/2010,46,P,10.14,0.03
6/28/2010,11,S2,2212.43,8.04
6/28/2010,21,CC,1590.99,10.53
6/28/2010,12,CC,1866.11,11.13
6/28/2010,22,C2,1474.07,13.36
6/28/2010,13,P,3212.7,
6/28/2010,23,PF,144.23,
6/28/2010,14,CCW,1882.32,10.3
6/28/2010,24,P,169.01,0.08
6/28/2010,15,PF,124.39,
6/28/2010,25,CCW,160.53,
6/28/2010,16,C2,2635.17,9.95
6/28/2010,26,S2,1998.8,6.98
6/28/2010,31,P,509.57,0.01
6/28/2010,41,PF,439.49,0.09
6/28/2010,32,PF,1616.85,0.35
6/28/2010,42,CCW,2096.35,7.62
6/28/2010,33,S2,941.33,9.47
6/28/2010,43,CC,890.82,6.66
6/28/2010,34,C2,1229.2,14.15
6/28/2010,44,S2,1368.81,5.25
6/28/2010,35,CC,724.85,11.46
6/28/2010,45,C2,1197.58,10.67
6/28/2010,36,CCW,672.88,12.06
6/28/2010,46,P,432.01,0.09
7/1/2010,11,S2,216.41,8.47
7/1/2010,21,CC,348.48,9.83
7/1/2010,12,CC,227.67,10.59
7/1/2010,22,C2,351.58,12.56
7/1/2010,13,P,353.99,0.25
7/1/2010,23,PF,233.53,0.91
7/1/2010,14,CCW,270.58,10.43
7/1/2010,24,P,157.69,0.35
7/1/2010,15,PF,329.12,0.09
7/1/2010,25,CCW,261.87,8.87
7/1/2010,16,C2,213.39,10.44
7/1/2010,26,S2,132.53,7.09
7/1/2010,31,P,271.39,0.03
7/1/2010,41,PF,136.03,0.13
7/1/2010,32,PF,186.49,0.21
7/1/2010,42,CCW,408.65,6.48
7/1/2010,33,S2,342.01,10.18
7/1/2010,43,CC,91.72,5.34
7/1/2010,34,C2,224.62,14.11
7/1/2010,44,S2,325.58,4.66
7/1/2010,35,CC,32.45,
7/1/2010,45,C2,132.5,11.18
7/1/2010,36,CCW,149.17,11.49
7/1/2010,46,P,178.72,0.06
7/6/2010,11,S2,261.93,7.64
7/6/2010,21,CC,138.13,7.62
7/6/2010,12,CC,29.85,8.86
7/6/2010,22,C2,83.07,10.37
7/6/2010,13,P,94.29,0.13
7/6/2010,23,PF,16.79,0.74
7/6/2010,14,CCW,0.26,
7/6/2010,24,P,51.33,0.05
7/6/2010,15,PF,36.14,0.12
7/6/2010,25,CCW,249.03,7.87
7/6/2010,16,C2,17.78,8.34
7/6/2010,26,S2,103.63,6.39
7/6/2010,31,P,88.54,0.01
7/6/2010,41,PF,35.67,0.14
7/6/2010,32,PF,15.48,0.03
7/6/2010,42,CCW,119.92,3.1
7/6/2010,33,S2,116,9.84
7/6/2010,43,CC,3.43,
7/6/2010,34,C2,8.49,13.62
7/6/2010,44,S2,285.88,4.23
7/6/2010,35,CC,0,
7/6/2010,45,C2,30.25,10.35
7/6/2010,36,CCW,18.82,11.29
7/6/2010,46,P,39.94,0.03
7/8/2010,11,S2,28.87,
7/8/2010,21,CC,34.22,7.01
7/8/2010,12,CC,4.86,9.25
7/8/2010,22,C2,10.71,8.52
7/8/2010,13,P,18.71,
7/8/2010,23,PF,0,
7/8/2010,14,CCW,0,
7/8/2010,24,P,0.81,
7/8/2010,15,PF,1.58,
7/8/2010,25,CCW,82.06,6.76
7/8/2010,16,C2,0.9,
7/8/2010,26,S2,5.81,
7/8/2010,31,P,16.1,
7/8/2010,41,PF,0.95,
7/8/2010,32,PF,0.32,
7/8/2010,42,CCW,19.27,3.14
7/8/2010,33,S2,24.91,10.09
7/8/2010,43,CC,0.02,
7/8/2010,34,C2,0.02,3.62
7/8/2010,44,S2,91.48,
7/8/2010,35,CC,0,
7/8/2010,45,C2,0.86,
7/8/2010,36,CCW,1.07,
7/8/2010,46,P,4.4,
7/12/2010,11,S2,0.6,
7/12/2010,21,CC,0.69,
7/12/2010,12,CC,0,
7/12/2010,22,C2,0,
7/12/2010,13,P,0,
7/12/2010,23,PF,0.33,
7/12/2010,14,CCW,0,
7/12/2010,24,P,0,
7/12/2010,15,PF,0,
7/12/2010,25,CCW,62.52,3.2
7/12/2010,16,C2,0,
7/12/2010,26,S2,0,
7/12/2010,31,P,0,
7/12/2010,41,PF,0,
7/12/2010,32,PF,0,
7/12/2010,42,CCW,0,
7/12/2010,33,S2,0,
7/12/2010,43,CC,0,
7/12/2010,34,C2,0,
7/12/2010,44,S2,19.99,
7/12/2010,35,CC,0,
7/12/2010,45,C2,0,
7/12/2010,36,CCW,0,
7/12/2010,46,P,0,
7/15/2010,11,S2,0,
7/15/2010,21,CC,1.01,
7/15/2010,12,CC,0.02,
7/15/2010,22,C2,0,
7/15/2010,13,P,0.01,
7/15/2010,23,PF,0,
7/15/2010,14,CCW,0,
7/15/2010,24,P,0,
7/15/2010,15,PF,0,
7/15/2010,25,CCW,50.62,3.1
7/15/2010,16,C2,0.01,
7/15/2010,26,S2,0,
7/15/2010,31,P,0,
7/15/2010,41,PF,0,
7/15/2010,32,PF,0,
7/15/2010,42,CCW,0.01,
7/15/2010,33,S2,1.01,
7/15/2010,43,CC,0,
7/15/2010,34,C2,0,
7/15/2010,44,S2,0.25,
7/15/2010,35,CC,0,
7/15/2010,45,C2,0.21,
7/15/2010,36,CCW,0.01,
7/15/2010,46,P,0,
7/19/2010,11,S2,774.42,7.63
7/19/2010,21,CC,340.03,6.77
7/19/2010,12,CC,490.24,9.04
7/19/2010,22,C2,243.03,7.6
7/19/2010,13,P,317.03,0.06
7/19/2010,23,PF,187.55,0.6
7/19/2010,14,CCW,211.07,7.59
7/19/2010,24,P,225.37,0.01
7/19/2010,15,PF,284.49,0.93
7/19/2010,25,CCW,9.81,3.51
7/19/2010,16,C2,1193.6,5.84
7/19/2010,26,S2,785.85,4.83
7/19/2010,31,P,827.29,0.01
7/19/2010,41,PF,580.91,0.14
7/19/2010,32,PF,417.99,0.11
7/19/2010,42,CCW,332.3,5.3
7/19/2010,33,S2,124.83,7.18
7/19/2010,43,CC,144.68,3.04
7/19/2010,34,C2,271.51,8.63
7/19/2010,44,S2,463.54,3.72
7/19/2010,35,CC,152.65,7.07
7/19/2010,45,C2,285.63,4.68
7/19/2010,36,CCW,9.13,4.72
7/19/2010,46,P,23.77,0.37
7/22/2010,11,S2,583.72,6.55
7/22/2010,21,CC,276.55,7.34
7/22/2010,12,CC,354.75,8.52
7/22/2010,22,C2,259.4,9.34
7/22/2010,13,P,345.97,0.05
7/22/2010,23,PF,193.94,0.5
7/22/2010,14,CCW,271.54,9.05
7/22/2010,24,P,219.12,
7/22/2010,15,PF,2.39,
7/22/2010,25,CCW,2.66,
7/22/2010,16,C2,420.4,7.35
7/22/2010,26,S2,278.33,6.03
7/22/2010,31,P,447.75,0.01
7/22/2010,41,PF,305.83,0.12
7/22/2010,32,PF,231.72,0.09
7/22/2010,42,CCW,376.99,5.73
7/22/2010,33,S2,172.95,9.87
7/22/2010,43,CC,77.19,5.16
7/22/2010,34,C2,105.65,11.53
7/22/2010,44,S2,302.22,4.09
7/22/2010,35,CC,34.57,7.55
7/22/2010,45,C2,98.73,
7/22/2010,36,CCW,39.81,9.15
7/22/2010,46,P,21.86,0.01
7/26/2010,11,S2,16.72,
7/26/2010,21,CC,8.39,5.25
7/26/2010,12,CC,5.52,7.41
7/26/2010,22,C2,4.21,8.45
7/26/2010,13,P,15.18,
7/26/2010,23,PF,0,
7/26/2010,14,CCW,0,
7/26/2010,24,P,0,
7/26/2010,15,PF,8.93,0.06
7/26/2010,25,CCW,91.12,4.19
7/26/2010,16,C2,0.32,
7/26/2010,26,S2,0,
7/26/2010,31,P,14.67,
7/26/2010,41,PF,0.61,
7/26/2010,32,PF,2.91,
7/26/2010,42,CCW,9.73,3.65
7/26/2010,33,S2,5.04,
7/26/2010,43,CC,0.51,
7/26/2010,34,C2,0,
7/26/2010,44,S2,22.58,1.79
7/26/2010,35,CC,0,
7/26/2010,45,C2,0,
7/26/2010,36,CCW,0.02,
7/26/2010,46,P,0,
7/29/2010,11,S2,0.02,
7/29/2010,21,CC,0,
7/29/2010,12,CC,0,
7/29/2010,22,C2,0,
7/29/2010,13,P,0,
7/29/2010,23,PF,0,
7/29/2010,14,CCW,0,
7/29/2010,24,P,0,
7/29/2010,15,PF,0,
7/29/2010,25,CCW,11.35,1.98
7/29/2010,16,C2,0,
7/29/2010,26,S2,0,
7/29/2010,31,P,0,
7/29/2010,41,PF,0.01,
7/29/2010,32,PF,0,
7/29/2010,42,CCW,0,
7/29/2010,33,S2,0,
7/29/2010,43,CC,0,
7/29/2010,34,C2,0,
7/29/2010,44,S2,0,
7/29/2010,35,CC,0.02,
7/29/2010,45,C2,0,
7/29/2010,36,CCW,0,
7/29/2010,46,P,0.02,
8/2/2010,11,S2,496.47,4.82
8/2/2010,21,CC,186.72,5.06
8/2/2010,12,CC,228.17,6.38
8/2/2010,22,C2,173.05,6.17
8/2/2010,13,P,240.7,0.02
8/2/2010,23,PF,162.47,0.57
8/2/2010,14,CCW,38.85,
8/2/2010,24,P,212.67,
8/2/2010,15,PF,388.25,0.08
8/2/2010,25,CCW,456.19,5.36
8/2/2010,16,C2,338.64,3.95
8/2/2010,26,S2,282.96,3.97
